Campaign;Campaign ID;Campaign type;Currency code;Audience segment;Clicks;Impr.;Cost
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Food & Dining › Frequently Dines Out › Diners by Meal › Frequently Eats Lunch Out;3;2,641;2.84
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;23358399088;In-stream video;EUR;Business Creation › Starting a Business Soon;3;6,240;5.65
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Vehicles & Transportation › Car Enthusiasts › Truck & SUV Enthusiasts;3;3,717;1.5
YT-Cupra-Terramar_2025-view's-23012025-31012025 Formentor;22107432864;In-stream video;EUR;Vehicles & Transportation;2;153;0.2
YT-Cupra-Terramar_2025-view's-13012025-22012025;22113707264;In-stream video;EUR;Travel;2;35,485;72.25
Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;22115109963;In-stream video;EUR;Detergent;2;1,509;1.34
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;22183405843;In-stream video;EUR;Dinner Recipes;2;2,238;6.52
HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO;22509740775;Demand Gen;EUR;Air Conditioning Services;2;190;0.08
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Shoppers › Luxury Shoppers;2;4,540;4.23
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Travel › Travel Buffs › Luxury Travellers;2;16,282;18.79
Škoda Kodiaq May-Jun 2025 (DG) - CPC;22562758033;Demand Gen;EUR;Lifestyles & Hobbies › Family-Focused › Home educating parents;2;123;0.09
Škoda Kodiaq May-Jun 2025 (DG) - CPC;22562758033;Demand Gen;EUR;Baby & Children's Products › Childcare & Education › Early Childhood Education;2;122;0.12
HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH;22689917264;Demand Gen;EUR;Home & Garden › Home Appliances › Climate Control & Air Quality › Air Conditioners;2;243;0.07
HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH;22689917264;Demand Gen;EUR;OLED TVs;2;78;0.03
HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO;22693786294;Demand Gen;EUR;Air Conditioning Services;2;201;0.12
Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM;22718937352;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);2;2,760;4.66
Škoda Kodiaq PHEV August 2025 (DG) - CPC;22836207357;Demand Gen;EUR;Baby & Children's Products › Childcare & Education › Childcare;2;93;0.07
Škoda Superb PHEV August 2025 (DG) - CPC;22841776748;Demand Gen;EUR;Business Services › Business Technology › Enterprise Software › CRM Solutions;2;2;0
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Sports & Fitness › Sports Fans › Skiing Enthusiasts;2;1,694;1.61
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);2;2,761;4.31
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Business Travel Resources;2;272;0.21
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Business Services › Business Technology › Enterprise Software;2;3,150;3.14
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles › Luxury Vehicles (New);2;4,550;7.31
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);2;1,702;2.32
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen;2;6,665;8.86
Cupra BEV - Poticaji - Oct 2025 (DN) - CPC;23074947492;Display;EUR;Vehicles & Transportation;2;451;0.38
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;EUR;Cooking Information;2;807;3.19
HR_HE_TV_HR_25_Q4_OLED-DG_OLED-TV-DG_lg.com/hr/oled-tv_consideration_20251017-0005_google-ads_DIS_PRO_CPC_CLK_PRO;23167636230;Demand Gen;EUR;OLED TVs;2;422;0.13
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;EUR;Cooking Information;2;1,603;5.52
Škoda 130 godina Nov - Dec 2025 (GDN) - CPC;23240403490;Display;EUR;Vehicles & Transportation;2;76;0.21
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Lifestyles & Hobbies › Business Professionals;2;1,208;0.45
Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;22115109963;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;1;1,597;2.04
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;EUR;Sports & Fitness › Sports Fans › Motor Sport Enthusiasts;1;58;0.15
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;EUR;Travel;1;181;0.05
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;22183405843;In-stream video;EUR;Cooking Information;1;1,076;2.95
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;22183405843;In-stream video;EUR;Recipes for Tasty Food;1;2,277;6.68
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Lifestyles & Hobbies › Green Living Enthusiasts;1;2,351;1.69
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Travel › Travel Buffs › Luxury Travellers;1;4,132;4.19
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Shoppers › Value Shoppers;1;1,179;0.84
Volkswagen AE Boost March 2025 (DG) - CPC;22296172251;Demand Gen;EUR;Sports Cars;1;181;0.04
Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;22470418028;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles › Luxury Vehicles (New);1;6,594;8.99
Škoda Superb May-Jun 2025 (DG) - CPC;22553033214;Demand Gen;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);1;74;0.06
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);1;1,155;1.65
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);1;1,386;2.06
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Baby & Children's Products › Childcare & Education › Childcare;1;182;0.28
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Baby & Children's Products › Childcare & Education;1;10,186;15.71
Škoda Kodiaq May-Jun 2025 (DG) - CPC;22562758033;Demand Gen;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);1;304;0.04
Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM;22596525244;In-stream video;EUR;Vehicles & Transportation;1;1,479;1.22
Energycom New Creatives Jun - Jul 2025 (DN) - CPC;22650248377;Display;EUR;Lifestyles & Hobbies › Business Professionals;1;985;0.06
Energycom New Creatives Jun - Jul 2025 (DN) - CPC;22650248377;Display;EUR;Shoppers › Shopping Enthusiasts;1;1,163;0.04
Energycom New Creatives Jun - Jul 2025 (DN) - CPC;22650248377;Display;EUR;Technology;1;976;0.06
HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH;22666305736;Demand Gen;EUR;Cooling Systems;1;102;0.05
HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH;22666305736;Demand Gen;EUR;Heating and Cooling Systems;1;69;0.04
HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH;22689917264;Demand Gen;EUR;QLED TVs;1;89;0.04
Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM;22718937352;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);1;131;0.22
Cupra Formentor Jul - Aug 2025 (YT) - CPM;22779402390;In-stream video;EUR;Vehicles & Transportation;1;1,220;0.68
Škoda Kodiaq PHEV August 2025 (DG) - CPC;22836207357;Demand Gen;EUR;Baby & Children's Products › Childcare & Education › Early Childhood Education;1;137;0.07
Škoda Superb PHEV August 2025 (DG) - CPC;22841776748;Demand Gen;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles › Luxury Vehicles (New);1;148;0.06
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Sports & Fitness › Sports Fans › Running Enthusiasts;1;2,331;2.25
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);1;152;0.25
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Baby & Children's Products › Childcare & Education;1;18,994;24.07
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Education › Educational Resources (Preschool & Kindergarten);1;797;0.57
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Compact Cars › Compact Cars (New);1;1,048;1.89
HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO;23048113569;Demand Gen;EUR;Heating and Cooling Systems;1;93;0.04
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;1;1,029;4.1
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;EUR;Dinner Recipes;1;640;2.33
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;1;1,562;6.12
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;EUR;Dinner Recipes;1;1,154;4.05
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Travel › Travel Buffs › Luxury Travellers;1;7,890;10.26
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Business Travel Resources;1;628;0.5
Škoda 130 godina Nov - Dec 2025 (GDN) - CPC;23240403490;Display;EUR;Travel › Travel Buffs › Family Holidayers;1;50;0.05
Škoda 130 godina Nov - Dec 2025 (GDN) - CPC;23240403490;Display;EUR;Technology;1;754;0.17
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;23358399088;In-stream video;EUR;Travel › Travel Buffs › Luxury Travellers;1;4,543;5.81
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Lifestyles & Hobbies › Thrill Seekers;1;1,479;0.47
YT-Cupra-Terramar_2025-view's-23012025-31012025 Formentor;22107432864;In-stream video;EUR;Lifestyles & Hobbies › Thrill Seekers;0;1,167;2.41
YT-Cupra-Terramar_2025-view's-13012025-22012025;22113707264;In-stream video;EUR;Lifestyles & Hobbies › Thrill Seekers;0;1,284;2.71
YT-Cupra-Terramar_2025-view's-13012025-22012025;22113707264;In-stream video;EUR;Vehicles & Transportation;0;93;0.17
YT-Cupra-Terramar_2025-view's-13012025-22012025;22113707264;In-stream video;EUR;Marital Status › Married;0;1,953;3.31
Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;22115109963;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › Aspiring Chefs;0;10;0.01
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;EUR;Finish PIP Oct - Dec 2024 (YT) - TrueView -  CPV;0;1;0
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;22183405843;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › Aspiring Chefs;0;96;0.28
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Technology › Technophiles › Home Automation Enthusiasts;0;884;0.62
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Home & Garden › Home Appliances › Climate Control & Air Quality;0;758;0.41
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Home & Garden › Home Improvement › Power & Electrical Supplies;0;23;0.01
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;EUR;Home & Garden › Home & Garden Services › Roofing Services;0;187;0.11
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s;0;1;0
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;1;0
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;16;0.02
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;EUR;Sports Cars;0;236;0.29
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen;0;258;0.33
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;4;0
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles;0;25;0.02
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;11;0.01
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;22313291011;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen;0;298;0.54
Škoda Gume Mar - Apr 2025 (DG) - CPC;22364219038;Demand Gen;EUR;General Tire;0;38;0.02
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s;0;84;0.14
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;28;0.04
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;171;0.23
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;22415374749;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen;0;2,503;3.34
HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO;22509740775;Demand Gen;EUR;Cooling Systems;0;27;0.02
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Food & Dining › Frequently Dines Out › Diners by Meal › Frequently Eats Lunch Out;0;455;0.41
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Lifestyles & Hobbies › Green Living Enthusiasts;0;2,928;3.22
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Travel › Travel Buffs › Luxury Travellers;0;4,135;4.69
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Sports & Fitness › Sports Fans › Skiing Enthusiasts;0;710;0.49
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Business Travel Resources;0;159;0.13
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Business Services › Business Technology › Enterprise Software › CRM Solutions;0;420;0.71
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Business Services › Corporate Event Planning;0;6,627;10.67
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Business Services › Business Technology › Enterprise Software;0;1,866;2.16
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;106;0.17
Škoda Superb May-Jun 2025 (YT) - CPM;22553114580;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles › Luxury Vehicles (New);0;1,483;2.45
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Lifestyles & Hobbies › Family-Focused › Home educating parents;0;48;0.04
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Baby & Children's Products › Baby & Children's Clothing › Children's Clothing;0;620;1.03
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Baby & Children's Products › Childcare & Education › Early Childhood Education;0;252;0.42
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Education › Educational Resources (Preschool & Kindergarten);0;1,254;0.97
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;225;0.36
HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO;22693786294;Demand Gen;EUR;Cooling Systems;0;44;0.02
HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO;22693786294;Demand Gen;EUR;Heating and Cooling Systems;0;48;0.03
Škoda Kodiaq PHEV August 2025 (DG) - CPC;22836207357;Demand Gen;EUR;Lifestyles & Hobbies › Family-Focused › Home educating parents;0;30;0.02
Škoda Superb PHEV August 2025 (DG) - CPC;22841776748;Demand Gen;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;35;0.02
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Food & Dining › Frequently Dines Out › Diners by Meal › Frequently Eats Lunch Out;0;999;0.96
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;EUR;Business Services › Business Technology › Enterprise Software › CRM Solutions;0;509;0.74
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Lifestyles & Hobbies › Family-Focused › Home educating parents;0;6;0
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Baby & Children's Products › Childcare & Education › Childcare;0;474;0.63
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Baby & Children's Products › Baby & Children's Clothing › Children's Clothing;0;1,512;1.92
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Baby & Children's Products › Childcare & Education › Early Childhood Education;0;850;1.18
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;333;0.44
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Vehicles & Transportation;0;243;0.35
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;509;0.94
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;107;0.2
Volkswagen PHEV Sep - Oct 2025 (YT) - CPM;23005360310;In-stream video;EUR;Clothing & Accessories › Formal Wear › Suits & Business Attire;0;1,243;1.84
Cupra Terramar Oct 2025 (YT) - Efficient reach;23155724081;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;143;0.23
Cupra Terramar Oct 2025 (YT) - Efficient reach;23155724081;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles;0;657;0.91
Cupra Terramar Oct 2025 (YT) - Efficient reach;23155724081;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;345;0.57
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;EUR;People not in audiences;0;11;0.04
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › Aspiring Chefs;0;952;3.8
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Vehicles & Transportation;0;1,108;0.9
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (New);0;152;0.26
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles;0;537;0.74
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New);0;155;0.23
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;23358399088;In-stream video;EUR;News & Politics › Avid News Readers › Avid Business News Readers;0;358;0.38
Škoda Octavia Dec 2025 (YT) - Efficient Reach - CPM;23358399088;In-stream video;EUR;Vehicles & Transportation › Car Enthusiasts › Truck & SUV Enthusiasts;0;762;1.15
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Banking & Finance › Avid Investors;0;1,028;0.45
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Technology;0;2,157;0.75
Cupra Range Dec 2025 (GDN) - CPM;23386389997;Display;EUR;Vehicles & Transportation;0;1,416;0.42
Dr. Oetker Turisti Jul - Aug 2025 (DN) - CPC;22774059526;Display;EUR;Recipes for Tasty Food;56,578;2,420,467;2350.85
Dr. Oetker Doručkujmo zajedno Aug - Sep 2025 (DN) - CPC;22942585570;Display;EUR;Recipes for Tasty Food;27,120;1,133,634;1311.87
Dr. Oetker Božićna kampanja Nov - Dec 2025 (DN) - CPC;23304217154;Display;EUR;Recipes for Tasty Food;26,087;1,123,425;1384.26
Dr. Oetker Baguette September 2025 (DN) - CPC;22987364054;Display;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;17,134;582,715;939.91
Dr. Oetker Bread Club October 2025 (DN) - CPC;23084507224;Display;EUR;Home & Garden › Cookware & Bakeware;12,024;453,960;484.68
UHU BTS Aug - Sep 2025 (DN) - CPM;22917978217;Display;EUR;Seasonal Shopping › Back-to-School Shopping › School Supplies;8,825;7,235,649;1190.02
Dr. Oetker Bread Club October 2025 (DN) - CPC;23084507224;Display;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;8,659;335,461;388.73
Dr. Oetker Božićna kampanja Nov - Dec 2025 (DN) - CPC;23304217154;Display;EUR;Cakes;5,441;226,886;265.7
Rio Mare Insalatissime Apr - May 2025 (YT) - CPM;22422142785;In-stream video;EUR;People not in audiences;5,368;2,643,686;3998.99
Rio Mare Sicily August 2025 (YT) - CPM;22857496712;In-stream video;EUR;People not in audiences;5,136;4,160,557;4000.26
Hervis Poklon Kartice December 2025 - (DN) - CPM;23357588354;Display;EUR;Sports & Fitness;3,945;4,735,193;1301.03
Dr. Oetker Baguette September 2025 (DN) - CPC;22987364054;Display;EUR;Food & Dining › Frequently Dines Out › Diners by Meal › Frequently Eats Dinner Out;3,830;121,730;226.73
UHU Super Glue Control April 2025 (YT) - Bumper - CPM;22424964895;In-stream video;EUR;Shoppers › Shopping Enthusiasts;2,571;1,389,137;2573.04
UHU Super Glue Control April 2025 (YT) - Bumper - CPM;22424964895;In-stream video;EUR;Seasonal Shopping › Back-to-School Shopping › School Supplies;2,124;711,487;1240.08
Borotalco Pure June 2025 (Bumper);22711295453;In-stream video;EUR;Sports & Fitness;2,003;995,571;1555.36
UHU BTS Aug - Sep 2025 (DN) - CPM;22917978217;Display;EUR;Education › Primary & Secondary Schools;1,733;2,062,568;315.1
LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA;22241443084;In-stream video;EUR;Food & Drink;1,726;1,154,651;1799.4
UHU Super Glue Control April 2025 (YT) - Bumper - CPM;22424964895;In-stream video;EUR;Education › Primary & Secondary Schools;1,636;540,635;933.73
Rio Mare Great Taste December 2025 (YT) - CPM;23345854229;In-stream video;EUR;Food & Drink;1,630;1,247,099;1686.19
Borotalco Men Aug - Sep 2025 (CPV) - VVC;22919079036;In-stream video;EUR;Sports & Fitness;1,627;751,541;1495.6
LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA;22339069891;In-stream video;EUR;Food & Drink;1,614;1,260,038;2286.82
