Campaign;Campaign ID;Campaign type;Currency code;Age;Gender;Clicks;Impr.;Cost
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;EUR;25 - 34;Male;379;27,959;32.12
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;45 - 54;Male;379;30,464;19.49
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;Display;EUR;Unknown;Male;379;28,773;32.7
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;Demand Gen;EUR;25 - 34;Female;378;17,382;17.92
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;EUR;55 - 64;Female;378;249,028;80.55
Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;22138453161;Display;EUR;Unknown;Female;374;26,049;19.79
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;EUR;45 - 54;Female;373;346,585;99.54
Kralj Roštilja - GDN - AlwaysOn (DN) - CPC;19318993855;Display;EUR;Unknown;Female;373;43,091;34.14
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Italian language;22615379438;Display;EUR;45 - 54;Female;372;326,051;66.02
HR - Black Friday (DN) - CPA_2025;23284093421;Display;EUR;55 - 64;Female;371;41,551;132.09
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;35 - 44;Male;369;274,054;78.94
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;In-stream video;EUR;65+;Male;369;273,116;432.35
HR - Bialetti Gioia Plus (DN) - CPC;22670173424;Display;EUR;Unknown;Unknown;366;31,774;36.72
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;EUR;25 - 34;Female;365;23,903;30.25
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;EUR;35 - 44;Male;365;14,344;15.94
HR - AlwaysOn (DN) - CPC;21368074749;Display;EUR;25 - 34;Male;360;74,752;79.47
HR - Vip Kartice (DN) - CPC;21166991664;Display;EUR;25 - 34;Female;359;11,761;13.58
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;35 - 44;Male;355;77,595;35.58
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;65+;Female;353;179,066;53.76
Kaufland - K-Card Easter - Uskrs - Mar-Apr 2025 (DN) - CPC;22349140680;Display;EUR;18 - 24;Female;352;15,336;13.91
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC;22922001768;Display;EUR;25 - 34;Male;349;27,938;22.52
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM;22829619343;Display;EUR;25 - 34;Male;346;15,367;10.92
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM;22829619343;Display;EUR;18 - 24;Male;344;14,921;9.95
Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - VVC;22268416700;In-stream video;EUR;55 - 64;Female;342;99,946;85.12
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;55 - 64;Female;342;64,709;23
MUM6Nov25_MDA_HomeAppliances_Appliances_Flight_GGL;23337586207;Demand Gen;EUR;18 - 24;Female;340;22,605;11.97
Demand_Gen_Cooking_CookingRange_2025_Pecniceiploce_HR;23063936142;Demand Gen;EUR;Unknown;Unknown;340;7,763;12.3
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC;22939420753;Demand Gen;EUR;45 - 54;Male;339;8,109;47.64
SLO - Super vikend (DN) - CPC;21347606788;Display;EUR;Unknown;Female;338;14,942;16.4
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;EUR;55 - 64;Female;336;7,035;105.57
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;Display;EUR;Unknown;Male;336;27,025;19.43
Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC;23303954306;Display;EUR;18 - 24;Male;335;24,412;18.97
HR - Bialetti Gioia Plus (DN) - CPC;22670173424;Display;EUR;35 - 44;Female;335;18,188;24.56
Kralj Roštilja - GDN - AlwaysOn (DN) - CPC;19318993855;Display;EUR;18 - 24;Male;333;31,466;33.87
Demand_Gen_Food_AirFryer_2025_Flight_HR;23064041271;Demand Gen;EUR;25 - 34;Unknown;333;17,906;11.9
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;18 - 24;Female;329;12,969;12.08
HR - Bialetti Gioia Plus (DN) - CPC;22670173424;Display;EUR;25 - 34;Male;327;16,803;23.44
HR - Proizvodi (DN) - CPC;21024840365;Display;EUR;55 - 64;Male;323;72,162;59
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;EUR;65+;Female;322;185,291;60.06
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (YT) - CPM;22973170974;In-stream video;EUR;65+;Female;322;87,966;96.88
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Slovenian language;22609067442;Display;EUR;55 - 64;Male;320;293,288;86.76
202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;22608337149;In-stream video;EUR;35 - 44;Female;318;546,311;1339.99
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;EUR;25 - 34;Unknown;316;18,050;9.73
SLO - Lonci&Poklopci - Feb 2024 (Discovery) - CPA;20878469968;Demand Gen;EUR;35 - 44;Female;314;8,334;7.48
HR - BBQ roštilji (DN) - CPC;22751572756;Display;EUR;35 - 44;Male;313;52,596;54.12
202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;22608337149;In-stream video;EUR;25 - 34;Female;312;373,739;947.01
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;EUR;45 - 54;Female;312;227,037;115.17
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;25 - 34;Female;309;77,421;33.03
Demand_Gen_Food_AirFryer_2025_Flight_HR;23064041271;Demand Gen;EUR;65+;Unknown;309;13,860;14.03
Kaufland - Image - Kaufland Card Rođendan - Oct - Nov 2025 (YT) - VVC;23129909181;In-stream video;EUR;Unknown;Unknown;309;637,501;506.01
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;Unknown;Female;308;18,250;14.23
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC;22133425589;Display;EUR;Unknown;Male;306;23,003;16.39
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;Display;EUR;55 - 64;Male;305;335,382;88.44
Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;23227314390;In-stream video;EUR;45 - 54;Female;304;481,050;643.45
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Other languages;22609066737;Display;EUR;Unknown;Male;304;264,712;73.3
SLO - Lonci&Poklopci - Feb 2024 (Discovery) - CPA;20878469968;Demand Gen;EUR;Unknown;Unknown;301;8,246;11
HR - Vip Kartice (DN) - CPC;21166991664;Display;EUR;45 - 54;Male;299;11,626;12.42
HR - Vip Kartice (DN) - CPC;21166991664;Display;EUR;18 - 24;Male;297;10,969;9.2
Demand_Gen_DishCare_Dishwashers_2025_Finish_HR;23069848067;Demand Gen;EUR;45 - 54;Unknown;296;7,630;11.47
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;EUR;65+;Male;296;206,486;65.98
Demand_Gen_DishCare_Dishwashers_2025_Finish_HR;23069848067;Demand Gen;EUR;25 - 34;Unknown;294;23,618;8.46
SLO - Proizvodi (DN) - CPC;21009676991;Display;EUR;65+;Female;294;32,286;23.62
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;65+;Male;293;43,926;51.34
Demand_Gen_DishCare_Dishwashers_2025_Finish_HR;23069848067;Demand Gen;EUR;35 - 44;Unknown;292;16,022;10.64
Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (YT) - Shorts - CPM;22402632129;In-stream video;EUR;18 - 24;Female;290;106,031;188.57
HR - Mjeseci (DN) - CPC;20986564702;Display;EUR;25 - 34;Male;289;83,320;105.15
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;EUR;35 - 44;Male;289;324,102;89.99
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;EUR;Unknown;Female;289;22,345;13.59
Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - VVC;22268416700;In-stream video;EUR;55 - 64;Male;287;92,729;76.4
Kaufland - Image - Božić - Nov - Dec (YT) - CPM;23259665943;In-stream video;EUR;55 - 64;Male;287;185,504;251.43
Kaufland - Impuls - Online leaflets - Back to school - Aug-Sep 2025 (DN) - CPC;22942079495;Display;EUR;35 - 44;Female;286;28,051;14.23
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;Demand Gen;EUR;25 - 34;Male;285;21,930;13.91
Kaufland - K-Card Easter - Uskrs - Mar-Apr 2025 (DN) - CPC;22349140680;Display;EUR;18 - 24;Male;284;17,813;11.75
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;EUR;35 - 44;Female;284;38,021;37.24
DetoxMay25_Range_HomeAppliances_Kitchen_Flight_Blenders;22586653620;Demand Gen;EUR;18 - 24;Male;283;17,228;10.69
HR - Black Friday (DN) - CPA_2025;23284093421;Display;EUR;45 - 54;Female;282;38,257;127.68
Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC;22832422795;Display;EUR;Unknown;Unknown;282;24,560;44.27
HR - Proizvodi (DN) - CPC;21024840365;Display;EUR;45 - 54;Male;281;80,895;60.91
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM;22157995591;Display;EUR;65+;Female;280;140,709;55.04
Kaufland - Image - CSR - Vatrogasci - Sept-Oct 2025 (YT) - VVC;23005725960;In-stream video;EUR;65+;Male;280;46,908;48.19
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;18 - 24;Male;279;15,936;11.56
HR - Bialetti Gioia Plus (DN) - CPC;22670173424;Display;EUR;Unknown;Male;278;5,563;13.42
SLO - Mjeseci - (DN) - CPC;20986881775;Display;EUR;18 - 24;Female;277;21,475;14.35
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;EUR;55 - 64;Male;275;5,242;101.3
Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR;23073689005;Demand Gen;EUR;Unknown;Male;274;20,427;10.11
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC;22367806441;Display;EUR;18 - 24;Female;272;18,267;17.25
Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC;22104822958;Display;EUR;Unknown;Male;272;16,134;10.64
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC;22477837665;Display;EUR;18 - 24;Male;269;26,023;21.27
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;25 - 34;Male;269;19,493;12.62
Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - CPV;22264967999;In-stream video;EUR;65+;Female;269;49,544;79.34
Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC;22832422795;Display;EUR;Unknown;Male;269;22,484;11.63
Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;23205520748;In-stream video;EUR;45 - 54;Female;268;442,720;533.98
Kaufland - Impuls - Kaufland Card - Blue Tuesday - May 2025 (DN) - CPC;22592469500;Display;EUR;Unknown;Male;268;16,903;13.18
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC;22477837665;Display;EUR;18 - 24;Female;267;19,080;20.04
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;Display;EUR;25 - 34;Female;267;302,447;74.78
Kaufland - Image - CSR - IT Bags - Nov 2025 (YT) - VVC;23223863253;In-stream video;EUR;65+;Female;267;61,730;83.63
Kaufland - Image - CSR - Vatrogasci - Jun-Jul 2025 (YT) - VVC;22639102988;In-stream video;EUR;18 - 24;Male;265;76,524;95.12
Demand_Gen_Food_AirFryer_2025_Flight_HR;23064041271;Demand Gen;EUR;35 - 44;Unknown;265;13,611;15.06
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;Display;EUR;35 - 44;Male;265;20,771;15.7
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM;22588026601;Display;EUR;55 - 64;Female;264;183,019;109.63
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - German language;22619003188;Display;EUR;18 - 24;Female;263;204,026;50.91
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;55 - 64;Male;263;47,581;60.12
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;EUR;Unknown;Female;262;5,657;21.45
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Slovenian language;22609067442;Display;EUR;45 - 54;Male;260;268,303;80.99
HR - Proizvodi (DN) - CPC;21024840365;Display;EUR;65+;Male;260;65,494;47.76
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;65+;Male;259;159,924;49.97
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;EUR;65+;Male;259;4,560;95.51
Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC;23306185899;Display;EUR;35 - 44;Female;258;41,921;47.98
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;EUR;55 - 64;Male;258;304,200;86.71
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC;22367806441;Display;EUR;18 - 24;Male;255;20,085;19.28
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC;22922001768;Display;EUR;18 - 24;Male;255;18,933;13.95
Kaufland - Image - Božić - Nov - Dec (YT) - CPM;23259665943;In-stream video;EUR;55 - 64;Female;255;132,868;167.45
HR - Vip Kartice (DN) - CPC;21166991664;Display;EUR;55 - 64;Male;254;11,595;10.24
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM;22588026601;Display;EUR;65+;Female;254;152,168;91.19
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;EUR;45 - 54;Female;253;206,536;61.38
Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR;23073689005;Demand Gen;EUR;45 - 54;Unknown;253;15,521;18.94
Kaufland - Image - Kaufland Card Rođendan - Oct - Nov 2025 (YT) - VVC;23129909181;In-stream video;EUR;65+;Female;252;111,963;143.04
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;Unknown;Unknown;251;72,464;55.82
Kaufland - Mini Jobs - May 2025 (DN) - CPM;22540720006;Display;EUR;18 - 24;Male;250;231,487;95.22
Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR;23073689005;Demand Gen;EUR;18 - 24;Unknown;250;17,964;6.81
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;EUR;35 - 44;Female;250;128,091;66.27
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;45 - 54;Male;248;241,119;75.99
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DN) - CPM;22935327806;Display;EUR;55 - 64;Female;248;160,535;59.39
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;55 - 64;Male;247;178,240;56.6
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;EUR;45 - 54;Male;246;351,064;97.62
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;55 - 64;Female;246;48,064;64.5
Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;22138453161;Display;EUR;Unknown;Male;246;19,480;16.76
HR - Bialetti Gioia Plus (DN) - CPC;22670173424;Display;EUR;25 - 34;Female;245;11,874;17.73
Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR;23073689005;Demand Gen;EUR;55 - 64;Unknown;245;10,622;14.94
Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC;22253655013;Display;EUR;18 - 24;Male;244;9,754;8.37
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;EUR;25 - 34;Female;244;273,473;68.17
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Italian language;22615379438;Display;EUR;35 - 44;Female;244;253,168;45.8
Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR;21782237668;Demand Gen;EUR;Unknown;Female;244;9,354;5.6
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (YT) - CPM;22973170974;In-stream video;EUR;65+;Male;242;96,514;116.02
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Italian language;22615379438;Display;EUR;65+;Male;241;173,389;36.36
SLO - Proizvodi (DN) - CPC;21009676991;Display;EUR;Unknown;Unknown;240;35,297;19.64
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;25 - 34;Male;239;72,655;31.08
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;EUR;18 - 24;Female;238;9,700;9.87
SusiliceSep25_MDA_LaundryCare_Dryers_Flight_GGL;23018167917;Demand Gen;EUR;25 - 34;Unknown;238;8,452;5.7
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;EUR;45 - 54;Male;238;10,118;11.4
Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC;23055052468;Demand Gen;EUR;18 - 24;Male;237;21,509;6.74
Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR;21782237668;Demand Gen;EUR;25 - 34;Unknown;237;12,429;5.4
HR - Proizvodi (DN) - CPC;21024840365;Display;EUR;35 - 44;Male;237;76,089;39.32
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;65+;Female;235;38,647;15.85
SLO - Lonci&Poklopci - Feb 2024 (Discovery) - CPA;20878469968;Demand Gen;EUR;25 - 34;Female;234;6,847;5.34
Kaufland - Image - CSR - Vatrogasci - Jun-Jul 2025 (YT) - VVC;22639102988;In-stream video;EUR;45 - 54;Female;234;91,732;129.19
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;EUR;65+;Female;234;5,975;108.41
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;In-stream video;EUR;55 - 64;Male;233;290,238;506.34
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;Display;EUR;45 - 54;Male;232;262,377;71.09
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;EUR;35 - 44;Unknown;231;12,142;8.49
SLO - Mjeseci - (DN) - CPC;20986881775;Display;EUR;Unknown;Female;231;11,325;13.87
Kaufland - Impuls - Kaufland Card - Nagradna igra - Orašar - November - (DG) - CPC;23257840267;Demand Gen;EUR;Unknown;Male;231;2,675;8.4
Kralj Roštilja - GDN - AlwaysOn (DN) - CPC;19318993855;Display;EUR;Unknown;Male;230;26,016;22.66
SLO - Mjeseci - (DN) - CPC;20986881775;Display;EUR;Unknown;Male;230;6,702;13.1
202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;22608337149;In-stream video;EUR;45 - 54;Female;229;502,843;1188.44
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;EUR;Unknown;Unknown;228;21,449;17.82
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC;22973235801;Demand Gen;EUR;Unknown;Female;224;6,460;6.51
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;EUR;55 - 64;Male;222;209,893;104.3
Kaufland - Image - CSR - Vatrogasci - Sept-Oct 2025 (YT) - VVC;23005725960;In-stream video;EUR;55 - 64;Female;221;38,173;39.45
Demand_Gen_Food_AirFryer_2025_Flight_HR;23064041271;Demand Gen;EUR;Unknown;Male;221;12,047;10.04
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM;22157995591;Display;EUR;55 - 64;Female;220;148,012;59.12
Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC;23055092044;Demand Gen;EUR;35 - 44;Male;219;4,886;27.57
Porsche Moon May - Jul 2025 - (YT) - VVC;22579330750;In-stream video;EUR;55 - 64;Female;219;135,876;220.4
Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - CPV;22264967999;In-stream video;EUR;Unknown;Unknown;219;283,428;637.02
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;In-stream video;EUR;55 - 64;Female;217;184,324;347.95
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;Display;EUR;Unknown;Unknown;217;6,323;11.37
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM;22588026601;Display;EUR;65+;Male;216;175,382;104.07
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - German language;22619003188;Display;EUR;Unknown;Female;215;110,266;36.42
Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC;23055052468;Demand Gen;EUR;18 - 24;Female;213;17,287;7.1
Porsche Moon May - Jul 2025 - (YT) - VVC;22579330750;In-stream video;EUR;55 - 64;Male;213;186,494;300.95
Kaufland - Impuls - Online leaflets - Back to school - Aug-Sep 2025 (DN) - CPC;22942079495;Display;EUR;25 - 34;Female;210;18,661;10.34
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;25 - 34;Male;210;64,530;84.71
Audi Akumulator Nov - Dec 2025 (DG) - CPC;23228911139;Demand Gen;EUR;25 - 34;Unknown;210;10,922;6.31
DetoxMay25_Range_HomeAppliances_Kitchen_Flight_Blenders;22586653620;Demand Gen;EUR;18 - 24;Female;209;10,071;8.56
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC;22973235801;Demand Gen;EUR;65+;Unknown;209;2,962;5.42
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;65+;Male;207;38,436;15.56
Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC;23306185899;Display;EUR;Unknown;Male;207;60,984;44.39
SLO - Proizvodi (DN) - CPC;21009676991;Display;EUR;35 - 44;Female;206;13,332;15.88
SLO - Bialetti Gioia Plus (DN) - CPC;22664201436;Display;EUR;45 - 54;Female;205;15,213;16.05
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;EUR;45 - 54;Female;204;5,576;86.29
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (YT) - CPM;22973170974;In-stream video;EUR;55 - 64;Male;204;111,458;132.4
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;EUR;35 - 44;Female;203;144,520;38.22
Kaufland - Image - CSR - Vatrogasci - Sept-Oct 2025 (YT) - VVC;23005725960;In-stream video;EUR;Unknown;Unknown;203;57,036;50.26
Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC;22100777516;Display;EUR;Unknown;Male;202;10,902;6.66
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM;22157995591;Display;EUR;65+;Male;201;147,102;57.76
Audi Gume Oct - Dec 2025 (DG) - CPC;23151461725;Demand Gen;EUR;25 - 34;Unknown;200;15,050;6.95
Kaufland - Image - Cjenovna - Sep 2025 (YT) - VVC;22981115199;In-stream video;EUR;35 - 44;Male;200;70,577;92.24
Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC;22253655013;Display;EUR;65+;Unknown;200;34,134;16.48
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;Display;EUR;18 - 24;Female;199;14,505;11.68
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;EUR;25 - 34;Male;198;30,830;30.18
Kaufland - Image - CSR - Vatrogasci - Sept-Oct 2025 (YT) - VVC;23005725960;In-stream video;EUR;55 - 64;Male;197;46,990;47.96
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;EUR;55 - 64;Unknown;197;4,633;6.94
Kaufland - Image - CSR - Food Waste - Mar 2025 (YT) - VVC;22335405307;In-stream video;EUR;65+;Female;197;41,732;29.33
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;EUR;45 - 54;Male;196;54,066;21.01
