Campaign;Campaign ID;Avg. impr. freq. / user;Unique users
McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;2.6;395,936
McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;1.1;38,336
McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;22442535963;1.9;366,253
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;4.1;139,815
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female;22356921765;1.3;145,069
McDonald's McCrispy II April - May 2025 (YT) - CPV;22455842356;2.5;530,044
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;1.6;577,466
T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView;22673212687;2.1;120,341
Nissan QQ March 2025 (DN) - CPM;22317443434;4.9;704,774
McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;22600788851;1.4;96,818
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom;22322350200;1.5;142,625
T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22642276246;1.6;356,441
Nissan QQ March 2025 - Performance Max;22307343993;;
Nissan All range Apr - May 2025 - Performance Max;22451548513;;
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;1.5;474,699
T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Bumper;22551416534;3.3;382,153
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC;22329610038;3.8;540,663
McDonald's McNuggets June 2025 - Bumper;22661560940;2.2;751,771
McDonald's Maestro II April - June 2025 (YT) - Bumper;22456877969;3.9;1,145,018
McDonald's McCrispy AO May-Jun 2025 (YT) - CPV;22600968923;2.2;519,418
202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper;22592918381;3;955,856
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder;22439426145;3.5;116,050
McDonald's Trust I May 2025 (YT) - CPV;22515310217;2.4;460,910
McDonald's Trust I May 2025 (YT) - Bumper;22518745594;2.5;840,732
T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na;22245320049;2.1;326,369
Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;3.6;434,436
202504//Ceresit//CeresitCT84//Brand Campaign;22470733844;3.1;487,283
Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM;22500190544;2.3;518,051
Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;2.6;530,804
T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder;22445951240;3.9;366,435
Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV;22364175495;2.7;250,886
McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper;22710122542;1.3;282,145
McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;22586420394;3.7;735,082
T03_000033_HR_NCR_Soft_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22429642072;4;785,803
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;22684510476;1.4;145,215
McDonald's Employer Image AO Jan - Mar 2025 Performance Max - CPA;22088665616;;
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;22339436384;3.3;219,192
McDonald's 1+1 May-Aug 2025 (YT) - CPV;22577682633;1.9;342,975
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;3.5;889,806
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;1.5;501,909
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_Bumper;22429432504;4.6;956,955
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;1.9;250,611
Nissan QQ June 2025 (DN) - CPM;22641575224;4.7;963,308
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;2.3;1,337,905
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548314541;4;467,179
PMAX_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524434296;;
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22145408123;;
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247614314;3.3;480,353
DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;9.3;585,733
VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;3.6;453,906
PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22445568686;;
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;1.5;456,872
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248075321;2.2;318,810
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258612036;3.1;136,152
DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;4.2;859,153
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22499210098;2.1;752,032
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;3.7;412,882
Borotalco Pure June 2025 (CPV);22714966255;2;234,670
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149189739;2.3;245,509
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298273;2.8;81,422
DG_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter;22599460230;11.2;128,362
Borotalco Pure June 2025 (Bumper);22711295453;1.2;234,002
VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22452071881;4.7;403,029
DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;6.7;840,520
DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;11.4;249,543
LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;22309984514;2.1;427,057
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22679984082;1.5;159,994
VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22456853468;3.8;252,871
VID_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524433186;3.3;1,494,019
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22558299544;3.4;1,568,750
DIS_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22254797006;7.1;258,664
LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;22183805418;4.3;601,595
Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;1.3;329,977
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_16.6.-20.8.2025.;22680238722;;
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548317505;3.3;300,212
DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;13.5;268,667
DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;4.5;324,727
VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;1.8;150,843
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_16.6.-20.8.2025.;22686031805;2.1;307,476
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22689604765;4.5;172,712
DIS_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22429390030;7.1;944,012
VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;2.8;1,174,943
VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;4.1;834,954
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22657308689;;
VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;5.2;309,825
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258179016;;
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;3.9;179,768
DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22442272935;6.4;228,483
DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22356422344;13.4;188,970
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22660872715;1.9;783,008
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22651133247;4.6;439,903
Dr. Oetker Easter Apr 2025 (YT) - CPV;22408653275;2.5;444,527
PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419312144;;
VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22444782155;3.5;1,166,580
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298726;;
VID_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514313036;3.5;439,168
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;4;1,580,792
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22554733670;4.8;991,814
DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;5.1;355,936
DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;3.7;142,025
PMAX_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448389351;;
DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;6.2;716,516
DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22352726045;7.8;681,788
VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439010633;3.1;1,177,256
