Campaign;Campaign ID;Avg. impr. freq. / user;Unique users
DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23241634504;4.1;164,761
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130333303;2.3;184,240
DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23150051901;2.4;228,709
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_15.10-15.12.2025.;23147384833;2;121,899
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163083511;2.1;73,145
PMAX_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23288257666;;
DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23028088734;2.3;239,472
PMAX_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23159736373;;
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;;
VID_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283969599;3.9;1,079,930
VID_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23162921025;4.2;729,181
PMAX_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23034203750;;
Dr. Oetker Božićna kampanja Nov - Dec 2025 (DN) - CPC;23304217154;3.9;422,195
VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23172866092;3.8;1,271,595
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130385398;;
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23237376398;3.3;1,131,893
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;;
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_05.09.-15.10.;22986885344;;
DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 20.09.-10.11.2025.;23159899915;3;111,189
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;;
DIS_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23168284316;6.2;795,269
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_teens_05.09.-15.10.;22986865835;2.2;257,050
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_YT_Parents_1.11.-12.12.2025.;23200213176;3.3;244,179
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23171314950;3.2;991,662
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Consideration_1.11.-15.12.2025.;23223237310;8.9;247,271
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;;
DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23172997630;1.8;111,666
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;3.3;119,116
DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23025722586;2.5;67,374
vizols_october_2025_youtube_cpm;23121024417;5.3;957,851
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136083489;2.4;279,446
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;23142265886;2.3;216,135
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;;
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;7;944,981
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;23136999027;;
meralys_december_2025_youtube_cpm;23344911816;4;1,427,936
jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;;
VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;3.3;490,211
DG_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23283832784;3.3;18,151
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.;22980662127;1.6;194,941
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232127383;2.8;536,160
Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;23151406242;2.7;846,649
PMAX_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_20.10.-31.12.2025.;23172997174;;
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;4.2;697,120
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23035354024;;
VID_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_1.11.-15.12.2025.;23223956797;4.7;917,384
reflustat_september_2025_youtube_fc_cpm;23024710483;8.4;790,817
prolife_november_2025_display_cpm;23253168887;8.8;1,360,148
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;2.8;579,357
DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;3.7;18,666
Rio Mare Pate Mayo October 2025 (YT) - CPM;23125923104;1.5;176,610
PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;;
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Consideration_20.10.-31.12.2025.;23163620307;5.5;346,323
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232127389;3.1;138,110
DG_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23156565104;4;75,774
VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;3.3;755,566
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;10;755,119
DIS_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_GDN_14.11.-31.12.2025.;23283860303;2.4;244,388
PMAX_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23031771971;;
PMAX_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130284850;;
VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;5.4;996,949
DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23168792639;2.9;171,810
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;3.6;660,219
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;1.3;367,541
VID_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283807728;3.5;710,506
prolife_november_2025_youtube_cpm;23257344616;4.3;1,020,083
DIS_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23172997432;3.7;460,547
Rio Mare Great Taste December 2025 (YT) - CPM;23345854229;3.7;1,100,140
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11;23140104916;2.8;179,555
lactogyn_june_2025_youtube_fc_cpm;22791527244;4.6;330,757
Porsche Moon Oct - Dec 2025 - (DN) - CPC;23090115996;5.2;620,739
Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC;23259493185;7.1;752,933
Porsche DWA Oct - Dec 2025 (GDN) - CPC;23209790548;3.4;645,433
Kaufland GDN Godišnja 2026 (DN);19354219109;13.2;1,225,753
Kaufland - Impuls - Božić - Nov-Dec - (DG) - CPC;23268872371;5.6;593,430
Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;23205520748;4;1,020,733
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;1.9;141,384
Demand_Gen_Food_AirFryer_2025_Flight_HR;23064041271;6.8;1,065,288
Audi Zupčasti remen Oct - Dec 2025 (PMAX) - CPA;23182802566;;
Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC;23055092044;3.2;25,381
Finish Reckitt PIP Nov 2025 (YT) - CPM - Retargeting;23223501740;2.7;302,694
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;4;96,121
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;3.8;370,182
Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM;23227314390;3.8;1,089,274
Finish Reckitt PIP Oct 2025 (DN) - CPM;23141071884;7.4;881,904
Kaufland - Image - Split - Ravne njive - Nov - (DN) - CPM;23252553270;3.6;103,416
Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC;23303954306;3.9;477,256
Porsche DWA Oct - Dec 2025 (DG) - CPC;23205620765;4.9;327,612
Audi Akumulator Nov - Dec 2025 (PMAX) - CPA;23228911136;;
MUM6Nov25_MDA_HomeAppliances_Appliances_Flight_GGL;23337586207;5.2;862,981
Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC;23306185899;8.4;140,296
Kaufland - Impuls - Red Bull Symphonic - Nov 2025 (DG) - CPC;23224632388;4.6;614,860
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;13.7;391,973
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;3.7;491,014
Porsche Moon Oct - Dec 2025 - (DG) - CPC;23095969412;6.5;693,293
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;2.5;347,536
Finish Reckitt PIP Nov 2025 (DN) - CPM;23208502981;7.1;959,356
Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR;23073689005;9.9;1,325,932
Audi Metlice Oct - Dec 2025 (DG) - CPC;23172640507;2.6;237,120
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;;
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;2.2;25,175
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;;
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;3.7;522,314
Audi Gume Oct - Dec 2025 (DG) - CPC;23151461725;5.6;393,939
Demand_Gen_IndoorCleaning_VacuumCleaners_Unlimited10_HR;23067963990;12.4;968,737
Kaufland - Impuls - Kaufland Card - Nagradna igra - Orašar - November - (DG) - CPC;23257840267;3.9;460,083
Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC;23055052468;4.5;114,994
Audi Akumulator Nov - Dec 2025 (DG) - CPC;23228911139;4.5;370,133
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;4.4;748,089
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DN) - CPM;23078243977;6.4;149,103
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;4.6;680,396
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;;
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;2.3;138,447
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper;22524522930;1.2;162,683
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;2.4;669,193
McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;3.2;794,175
McDonald's Snack Menu AO III December 2025 (YT) - Bumper;23330173406;2;520,978
McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;1.9;263,848
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - Bumper;23230869507;2.7;953,889
Zott Protein Sep - Oct 2025 (DN) - CPM;23008688608;5.2;734,093
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;1.5;202,619
McDonald's Employer Image IV Nov - Dec 2025 (Demand Gen) - CPC;23279927975;6.7;598,803
McDonald's Trust II October 2025 (YT) - CPV;23084692750;2.2;438,755
McDonald's Adventski kalendar December 2025 (YT) - Bumper;23314665535;2.5;666,337
McDonald's Employer Image IV Sep - Nov 2025 (Performance Max) AO - CPA;23019979679;;
McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;2.2;291,021
