Campaign;Account;Campaign ID;Unique users;Avg. impr. freq. / user
Volkswagen Gume Mar - Apr 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22360534505;327,603;2.8
Audi Gume Mar - Apr 2025 (DG) - CPC;Porsche Audi 2023;22365090942;154,722;2.2
Volkswagen AE Boost March 2025 (YT) - VVC - CPV;Porsche Volkswagen osobna vozila 2023;22313291011;784,164;3.5
Volkswagen AE Boost March 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22296172251;437,274;5
Volkswagen AE Boost March 2025 (DN) - CPC;Porsche Volkswagen osobna vozila 2023;22306588951;772,943;5
Audi Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Audi 2023;22371579791;;
Škoda Gume Mar - Apr 2025 (DG) - CPC;Porsche Škoda 2023;22364219038;284,849;3.1
Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;Finish;22183405843;527,188;4.4
Finish Additives Jan - Mar 2025 (DN) - CPM;Finish;22121282348;1,867,805;15.5
Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;Finish;22115109963;1,473,418;5
Finish Bosch PIP Feb - Mar 2025 (YT) - Non skippable - CPM;Finish;22183450735;275,966;4.7
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;Porsche Volkswagen osobna vozila 2023;22302962088;857,473;2.5
Elgrad  Feb - Mar 2025 (YT) - CPM;Elgrad Austria EUR;22273119028;348,802;3.1
Elgrad GDN Always On 2025 (DN) - CPC;Elgrad Austria EUR;22257842791;362,522;5.5
LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;Barilla_Youtube_EUR_OMDHR;22309984514;454,000;2.4
LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;Barilla_Youtube_EUR_OMDHR;22183805418;435,534;4.4
LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;Barilla_Youtube_EUR_OMDHR;22306320697;664,048;3
T03_001444_HR_EBD_BodyVariousProducts(ECN)_AW_Jan25_Feb25_fullf_OMD_DigGR_na;HR_EUCERIN_Google Ads_OMD_Video;22186470409;170,143;2.2
Ahmad Tea Jan - Feb 2025 (YT) - Reach Mix 2.0;Ahmad Tea;22135917811;1,213,699;3
T03_001621_HR_EFC_EpigenticSerum_CO_Mar25_Apr25_fullf_OMD_DigGR_na;HR_EUCERIN_Google Ads_OMD_Video;22310055769;255,804;1.6
Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM;Loacker EUR;22162051863;871,566;3.3
Ahmad Tea Jan - Feb 2025 (YT) - VVC;Ahmad Tea;22132274384;482,777;3.4
T03_001621_HR_EFC_EpigenticSerum_AW_Mar25_Apr25_fullf_OMD_DigGR_na;HR_EUCERIN_Google Ads_OMD_Video;22309957333;170,799;2.4
Loacker Jan - Feb 2025 (YT) - VVC - CPV;Loacker EUR;22162135107;275,076;2.7
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247614314;953,528;5.7
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;Philips Serbia DAN;22145408123;;
DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22356422344;135,707;7.3
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22258612036;265,343;5
LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22241443084;883,904;4.3
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;Philips Serbia DAN;22149189739;787,713;7.6
Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22378998132;302,905;1.3
DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Serbia DAN;22305875906;511,651;7.3
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Serbia DAN;22309555849;664,012;2.1
LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22222166343;388,235;3.5
VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22346314041;192,011;3.6
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;Philips_SLO;22149298273;274,273;9
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22258179016;;
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Serbia DAN;22247576781;2,180,492;4.6
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22248075321;560,922;3.9
Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;Dr.Oetker EUR;22200112980;570,691;2.7
LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA;Barilla_Mulino Bianco_Youtube_EUR_OMDHR;22339069891;659,350;3.4
DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;Philips Serbia DAN;22352726045;373,610;5.3
LOC_HRV_HR_GRA_GRAC_NA_Grancereale-brand_PR_NA_2025-02-27_2025-03-31_NA;Barilla_Grancereale_YouTube_EUR_OMDHR;22286693225;541,865;4.3
DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips_SLO;22309625236;199,578;5.2
VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;Philips_SLO;22305823658;217,545;2.4
DIS_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips_SLO;22254797006;650,831;9
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;Philips_SLO;22149298726;;
Nissan QQ March 2025 - Performance Max;Nissan Hrvatska EUR;22307343993;;
Zott Jogobella Jan - Feb 2025 (YT) - Bumper - CPM;Zott EUR;22123497963;364,879;1.9
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;Zott EUR;22133482768;523,930;3.9
McDonald's McCrispy I Feb-Mar 2025 (YT) - Bumper;McDonald's EUR;22253470993;1,013,685;3.3
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;McDonald's EUR;22129838083;481,169;1.8
McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper;McDonald's EUR;22082586423;1,074,317;4
prolife_january_2025_youtube_cpm_reachmix_2.0;JGL Croatia EUR;22133399476;1,089,607;5.1
Zott Protein Jan - Mar 2025 (YT) - Bumper - CPM;Zott EUR;22109070190;982,522;4.2
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;McDonald's EUR;22200493569;639,995;2.7
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;Philips Hrvatska EUR;22133251429;542,565;8.1
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22255099322;706,053;3.2
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;Philips Hrvatska EUR;22133253577;;
McDonald's Employer Image Dugopolje  Feb- Mar 2025 Performance Max - CPA;McDonald's EUR;22232159977;;
McDonald's 1+1 January 2025 (YT) - CPV;McDonald's EUR;22101473486;765,520;2.8
DIS_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22259191387;926,899;5.8
reflustat_march_2025_youtube_fc_cpm;JGL Croatia EUR;22357797015;202,481;5
McDonald's Coffee AO Jan - Mar 2025 (YT) - CPV;McDonald's EUR;22083070983;459,876;2.4
Zott Protein Jan - Mar 2025 (DN) - CPM;Zott EUR;22105292855;1,478,012;8.7
McDonald's_Triple cheeseburger_March_2025 (YT) - Bumper;McDonald's EUR;22331816158;12,156;1.1
meralys_january_2025_youtube_cpm;JGL Croatia EUR;22143110130;1,207,621;3.2
McDonald's Maestro I Feb-Mar 2025 (YT) - CPV;McDonald's EUR;22221082960;609,014;3
Zott Monte Jan - Feb 2025 (YT) - Trueview - CPV;Zott EUR;22125482779;669,829;5.2
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;McDonald's EUR;22129861369;388,088;2.1
McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;McDonald's EUR;22155260349;795,849;2.5
Nissan All range Feb 2025 - Perfomance Max;Nissan Hrvatska EUR;22194856022;;
Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM;Zott EUR;22364179833;142,804;1.3
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Hrvatska EUR;22306114256;311,558;2.1
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;McDonald's EUR;22089219752;518,898;2.1
Nissan All range Feb 2025 (DN) - CPM;Nissan Hrvatska EUR;22176891264;1,644,191;10.9
Zott Protein Jan - Mar 2025 (YT) - Trueview - CPV;Zott EUR;22109053123;877,465;6
McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper;McDonald's EUR;22217107820;1,136,489;3.7
McDonald's_Coffee_I_March_2025 (YT) - Bumper;McDonald's EUR;22324496873;137,738;1.2
McDonald's Breakfast AO Jan - Mar 2025 (YT) - Bumper;McDonald's EUR;22099244537;691,355;2.5
McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;McDonald's EUR;22253567644;616,845;3
McDonald's Employer Image AO Jan - Mar 2025 Performance Max - CPA;McDonald's EUR;22088665616;;
McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - CPV;McDonald's EUR;22088751824;581,771;2.4
T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_gdn;HR_Nivea_Google Display Network_x_OMD_EUR;22139609415;305,927;4.2
McDonald's Breakfast AO Jan - Mar 2025 (YT) - CPV;McDonald's EUR;22099305524;422,989;2.4
McDonald's_Coffee_I_March_2025 (YT) - CPV;McDonald's EUR;22324505909;17,473;1.1
McDonald's_Triple cheeseburger_March_2025  (YT) - CPV;McDonald's EUR;22328128277;16,060;1.1
Nissan QQ March 2025 (DN) - CPM;Nissan Hrvatska EUR;22317443434;1,528,514;9.9
Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV;Zott EUR;22364175495;135,082;2
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Hrvatska EUR;22299667824;255,725;9.9
McDonald's 1+1 Feb-Mar 2025 (YT) - CPV;McDonald's EUR;22200515907;300,886;2.2
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22248624606;557,182;5.9
McDonald's 1+1 January 2025 (YT) - Bumper;McDonald's EUR;22101432671;860,019;2.3
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;McDonald's EUR;22165469401;644,703;1.8
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;22136208178;746,132;2.5
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;CEE//HR//B//Hair Care//Schauma Family//Schauma;22149808469;648,258;3.1
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;CEE//HR//B//Hair Care//Schauma Family//Schauma;22149808472;827,984;2.6
T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview;HR_Nivea_YouTube_x_OMD_EUR;22129240939;467,847;3.7
T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male;HR_Nivea_YouTube_x_OMD_EUR;22363394816;194,927;1.9
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC;HR_Nivea_YouTube_x_OMD_EUR;22329610038;284,267;2.3
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;HR_Nivea_YouTube_x_OMD_EUR;22198490344;202,075;4.6
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview;HR_Nivea_YouTube_x_OMD_EUR;22339414513;350,851;2.5
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview - RC;HR_Nivea_YouTube_x_OMD_EUR;22217401436;169,759;3.2
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;CEE//HR//L//ADW//Disburdening//Somat;22082474532;493,524;1.7
T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female;HR_Nivea_YouTube_x_OMD_EUR;22363752698;179,454;1.8
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female;HR_Nivea_YouTube_x_OMD_EUR;22284289146;211,281;2.9
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_TrueView;HR_Nivea_YouTube_x_OMD_EUR;22343045254;133,939;1.9
T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na;HR_Nivea_YouTube_x_OMD_EUR;22245320049;676,548;3.6
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male;HR_Nivea_YouTube_x_OMD_EUR;22291389092;616,159;2.3
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;CEE//HR//B//Hair Care//Gliss Care//Gliss;22092438439;1,117,441;3.1
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;CEE//HR//L//ADW//Disburdening//Somat;22082345952;814,040;2.4
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male;HR_Nivea_YouTube_x_OMD_EUR;22284590328;266,966;3
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper;HR_Nivea_YouTube_x_OMD_EUR;22322179083;437,738;1.9
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers;HR_Nivea_YouTube_x_OMD_EUR;22339259423;184,016;1.3
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female;HR_Nivea_YouTube_x_OMD_EUR;22363265963;62,299;1.5
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market;HR_Nivea_YouTube_x_OMD_EUR;22328795888;490,982;2.3
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W;HR_Nivea_YouTube_x_OMD_EUR;22199077804;427,667;2.9
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male;HR_Nivea_YouTube_x_OMD_EUR;22366896424;66,653;1.7
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;CEE//HR//L//ADW//Disburdening//Somat;22082451351;989,822;2.3
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Male;HR_Nivea_YouTube_x_OMD_EUR;22366950856;160,104;1.2
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC;HR_Nivea_YouTube_x_OMD_EUR;22217449910;328,193;1.9
T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview;HR_Nivea_YouTube_x_OMD_EUR;22129106611;563,678;3.7
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M;HR_Nivea_YouTube_x_OMD_EUR;22188924642;658,342;3
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Trueview;HR_Nivea_YouTube_x_OMD_EUR;22217496884;159,659;3.2
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper;HR_Nivea_YouTube_x_OMD_EUR;22194673340;569,414;3.2
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;22132437335;731,014;2.4
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper;HR_Nivea_YouTube_x_OMD_EUR;22329334281;351,240;2.4
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female;HR_Nivea_YouTube_x_OMD_EUR;22295030785;476,585;1.9
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper;HR_Nivea_YouTube_x_OMD_EUR;22243238376;830,921;3.5
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview;CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;22142591751;970,583;5
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper;CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;22142591754;1,286,487;3.8
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;22082564343;921,189;4.7
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female;HR_Nivea_YouTube_x_OMD_EUR;22356921765;133,903;1.2
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview;HR_Nivea_YouTube_x_OMD_EUR;22139437671;1,170,621;4.1
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;CEE//HR//L//ADW//Disburdening//Somat;22082424657;320,789;1.8
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer;HR_Nivea_YouTube_x_OMD_EUR;22145754944;290,904;3.1
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;HR_Nivea_YouTube_x_OMD_EUR;22339436384;114,812;2.2
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper;HR_Nivea_YouTube_x_OMD_EUR;22149545170;918,322;3.7
T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper;HR_Nivea_YouTube_x_OMD_EUR;22129212445;786,881;3.1
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;HR_Nivea_YouTube_x_OMD_EUR;22198446400;232,436;3.8
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;CEE//HR//B//Hair Colorants//Syoss Color//Syoss Color;22088715767;1,276,926;3.6
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids;CEE//HR//L//ADW//Disburdening//Somat;22082441424;381,976;1.7
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts;HR_Nivea_YouTube_x_OMD_EUR;22328716745;112,703;4
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview;HR_Nivea_YouTube_x_OMD_EUR;22249484069;672,036;3.6
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;HR_Nivea_YouTube_x_OMD_EUR;22199101129;559,858;2.5
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;CEE//HR//B//Hair Care//Gliss Care//Gliss;22082495706;893,647;3.2
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Bumper;HR_Nivea_YouTube_x_OMD_EUR;22211100459;334,425;1.9
T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview;HR_Nivea_YouTube_x_OMD_EUR;22149659989;497,614;3.6
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;CEE//HR//L//ADW//Disburdening//Somat;22088623607;402,247;1.7
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant;CEE//HR//L//HDD Leading Premium//Perfect Cleanliness//Persil;22126220538;772,658;2.5
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom;HR_Nivea_YouTube_x_OMD_EUR;22322350200;127,881;1.7
T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview;HR_Nivea_YouTube_x_OMD_EUR;22198525186;415,727;4.3
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M;HR_Nivea_YouTube_x_OMD_EUR;22188796263;454,045;3.4
202501//Perwoll//Glam 2025//RethinkNew//Trueview;CEE//HR//L//SPD//Expressive Clothes//Perwoll;22091900857;1,008,163;5.3
202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22306607992;472,994;2.5
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC;Kaufland_Display_HR;22261718856;402,083;4.9
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;Kaufland_Display_HR;22094960787;540,134;6.4
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC;Kaufland_Display_HR;22133425589;493,614;4.5
Kaufland - Online katalog - VRT - Mar 2025 (DN) - CPC;Kaufland_Display_HR;22357788672;120,864;2.5
Demand_Gen_LaundryCare_WashingMachines_Perilice_Sušilice_2024__HR_EUR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;21768225276;438,299;5.7
Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC;Kaufland_Display_HR;22104822958;450,235;4.2
Kaufland - K-Card Easter - Uskrs - Mar-Apr 2025 (DN) - CPC;Kaufland_Display_HR;22349140680;292,644;3.5
Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;Kaufland_Display_HR;22138453161;543,513;4
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM;Kaufland_Display_HR;22157995591;168,751;7.8
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22332695936;420,407;1.9
Kaufland GDN Godišnja 2026 (DN);Kaufland_Display_HR;19354219109;1,348,278;14.1
Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;22339789598;300,658;3.6
