Campaign;Account;Campaign ID;Unique users;Avg. impr. freq. / user
DetoxMay25_Range_HomeAppliances_Kitchen_Flight_Blenders;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;22586653620;189,918;2.7
202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22306607992;501,651;2.9
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;Kaufland_Display_HR;22504315132;387,902;3.2
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;Kaufland_Display_HR;22719312160;138,889;3.1
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;Kaufland_Display_HR;22715554283;69,971;5.2
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC;Kaufland_Display_HR;22477837665;449,426;4
202503//Got2b_STY Glued Off LX 25_OLV_16x9_15s_GluedTinted_Styling&ColorB&E_241122asv04FL2D_Global_V1//15sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22296206877;391,054;2.7
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;Kaufland_Display_HR;22420905485;428,351;2.9
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - German language;Kaufland_Display_HR;22619003188;248,417;8.9
Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;22339789598;738,219;6.7
Kaufland - Online katalog - VRT - Mar 2025 (DN) - CPC;Kaufland_Display_HR;22357788672;300,736;3.8
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC;Kaufland_Display_HR;22701405799;442,977;4.7
PLCLABApr25_MDA_LaundryCare_WashingMachines_Flight;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;22405006700;543,087;6.2
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;Kaufland_Display_HR;22609067019;62,321;13
Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;Porsche Škoda 2023;22470418028;1,423,799;4.5
Audi Servisni paketi -  Metlice Apr - May 2025 (DG) - CPC;Porsche Audi 2023;22400779105;298,931;4.1
Volkswagen Gume Mar - Apr 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22360534505;514,060;3.8
Volkswagen Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22428809467;;
Škoda Elroq Apr - May 2025 (DG) - CPC;Porsche Škoda 2023;22470193148;647,641;5.8
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;Porsche Audi 2023;22418928669;;
Škoda Servisni paketi - Ulje Apr - May 2025 (PMAX) - CPA;Porsche Škoda 2023;22428892444;;
Škoda Elroq Apr - May 2025 (PMAX) - CPA;Porsche Škoda 2023;22463831946;;
Škoda Superb May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22553114580;899,073;3.4
Volkswagen Transporter Apr-May 2025 (DN) - CPC;Porsche Volkswagen gospodarska vozila 2023;22408558319;650,990;4.1
Škoda Kodiaq May-Jun 2025 (DG) - CPC;Porsche Škoda 2023;22562758033;331,266;6.6
Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Škoda 2023;22425339566;398,504;5.7
Volkswagen Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22364219464;;
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;Porsche Audi 2023;22390948020;;
Audi Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Audi 2023;22371579791;;
Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen osobna vozila 2023;22718937352;272,401;1.4
Porsche Moon May - Jul 2025 - (DN) - CPC;Porsche Moon 2023;22575576404;569,697;4
Audi Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Audi 2023;22425388022;284,149;5.3
Škoda Superb May-Jun 2025 (DG) - CPC;Porsche Škoda 2023;22553033214;351,270;6.9
Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22418687457;463,387;6.2
Volkswagen Tayron - April/May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22414635975;657,203;11.3
Audi Gume Mar - Apr 2025 (DG) - CPC;Porsche Audi 2023;22365090942;238,525;3.7
Škoda Kodiaq May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22559093276;892,791;3.4
Škoda Gume Mar - Apr 2025 (DG) - CPC;Porsche Škoda 2023;22364219038;474,405;4.7
Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;1,337,620;3.4
Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen osobna vozila 2023;22415374749;1,134,499;3.8
Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;Porsche Škoda 2023;22397389919;428,336;5.9
Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;Porsche Škoda 2023;22391002215;;
Volkswagen PHEV Jun-Aug 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22719192229;224,986;2.8
Škoda Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Škoda 2023;22354172118;;
Porsche Moon May - Jul 2025 - (YT) - VVC;Porsche Moon 2023;22579330750;818,068;3
Porsche Moon May - Jul 2025 - (DG) - CPC;Porsche Moon 2023;22575439607;540,939;5.3
Volkswagen Tayron - April/May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22421702528;;
Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;Porsche Volkswagen osobna vozila 2023;22391036373;446,854;6.8
Volkswagen Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;Porsche Volkswagen osobna vozila 2023;22391080746;;
Saponia Ornel CRO Apr 2025 (DN) - CPM;Saponia;22448486639;343,588;5.3
BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;BoxNow;22585304100;1,337,118;3.8
Saponia Likvi CRO Apr - May 2025 (YT) - CPM;Saponia;22396650401;1,278,135;5.5
Saponia Ornel Nagradna igra May - Jun 2025 (DN) - CPC;Saponia;22588501345;948,382;6.7
Saponia Nila May 2025 (YT) - CPM;Saponia;22500191490;841,409;3
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;BISON EUR;22579539314;1,045,776;2.9
BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM;BIC;22697168561;326,208;1.9
Saponia Likvi BiH Apr - May 2025 (YT) - CPM;Saponia;22400193514;1,299,939;7.2
Saponia Ornel + Kaufland May 2025 (DN) - CPM;Saponia;22559665570;331,168;5.2
Saponia Faks penta cups - Apr - Jun 2025 (YT) - CPM;Saponia;22434562305;850,379;3.8
Saponia Ornel Nagradna Igra BiH Jun - Jul 2025 (DN) - CPC;Saponia;22632811349;754,134;6.3
McDonald's Happy Meal Squiishmallows June 2025 - CPV;McDonald's EUR;22636378057;395,936;2.6
McDonald's IceCoffe June - August 2025 (YT) - Bumper;McDonald's EUR;22738859515;38,336;1.1
McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;McDonald's EUR;22442535963;366,253;1.9
Zott Protein Apr - Jun 2025 (DN) - CPM;Zott EUR;22426125246;1,204,401;6.8
Nissan All range Apr - May 2025 - Performance Max;Nissan Hrvatska EUR;22451548513;;
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;McDonald's EUR;22632976000;474,699;1.5
Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV;Zott EUR;22364175495;250,886;2.7
Traffic_CPC_Croatia_GoogleAds_Hidra_NCP-Campaign-June-August-2025;Croatia_Hidra;22689317509;400,576;2.9
McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;McDonald's EUR;22586420394;735,082;3.7
McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper;McDonald's EUR;22710122542;282,145;1.3
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Hrvatska EUR;22299667824;185,390;6.2
VID_OMD_HR-HR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;Philips Hrvatska EUR;22460577070;523,977;3.3
McDonald's 1+1 May-Aug 2025 (YT) - CPV;McDonald's EUR;22577682633;342,975;1.9
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;Philips Hrvatska EUR;22679748705;283,565;3
McDonald's Employer Image AO Jan - Mar 2025 Performance Max - CPA;McDonald's EUR;22088665616;;
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;McDonald's EUR;22530427806;889,806;3.5
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;McDonald's EUR;22452503269;501,909;1.5
McDonald's Breakfast Mushrooms May 2025 - CPV;McDonald's EUR;22515688781;250,611;1.9
McDonald's Trust I May 2025 (YT) - CPV;McDonald's EUR;22515310217;460,910;2.4
McDonald's Trust I May 2025 (YT) - Bumper;McDonald's EUR;22518745594;840,732;2.5
DG_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;Philips Hrvatska EUR;22514121090;680,369;6.3
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;McDonald's EUR;22684510476;145,215;1.4
McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;McDonald's EUR;22600788851;96,818;1.4
VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;Philips Hrvatska EUR;22691381184;923,699;2
Zott Monte May - Jul 2025 (YT) - TrueView - CPV;Zott EUR;22548433632;434,436;3.6
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;Philips Hrvatska EUR;22545560319;645,266;5.3
Nissan QQ March 2025 (DN) - CPM;Nissan Hrvatska EUR;22317443434;704,774;4.9
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;Philips Hrvatska EUR;22489151010;225,741;4.7
Nissan QQ June 2025 (DN) - CPM;Nissan Hrvatska EUR;22641575224;963,308;4.7
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22248624606;285,582;3.5
Zott Monte May - Jul 2025 (YT) - Bumper - CPM;Zott EUR;22554802796;530,804;2.6
Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM;Zott EUR;22500190544;518,051;2.3
McDonald's Coffee Monday AO May - Jun 2025 (YT) - CPV;McDonald's EUR;22615794446;413,654;1.9
McDonald's Employer Image II May - June 2025 (YT) - CPV;McDonald's EUR;22633085185;281,242;1.8
VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;Philips Hrvatska EUR;22691380071;467,934;3.6
McDonald's Maestro III June-August 2025 (YT) - Bumper;McDonald's EUR;22738160776;55,344;1.1
McDonald's Breakfast Mushrooms May 2025 - Bumper;McDonald's EUR;22515626597;491,521;1.9
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;Philips Hrvatska EUR;22545555255;751,784;3.6
McDonald's Grimace May - July 2025 (YT) - CPV;McDonald's EUR;22728306162;81,193;1.3
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025._2;Philips Hrvatska EUR;22445866454;90,892;4.9
McDonald's Employer Image II May - June 2025 Demand Gen - CPA;McDonald's EUR;22575094499;631,394;5.7
McDonald's McDelivery Apr - May 2025 (YT) - Bumper;McDonald's EUR;22433488221;885,869;2.1
DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025;Philips Hrvatska EUR;22425862319;410,522;9.5
McDonald's McDelivery Apr - May 2025 (YT) - CPV;McDonald's EUR;22433452242;575,463;2.4
McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;McDonald's EUR;22574478389;486,818;1.5
DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.;Philips Hrvatska EUR;22453368902;190,023;16.1
McDonald's 1+1 Apr-May 2025 (YT) - Bumper;McDonald's EUR;22491848552;1,092,804;3.1
McDonald's Employer Image Dugopolje  Feb- Mar 2025 Performance Max - CPA;McDonald's EUR;22232159977;;
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;Philips Hrvatska EUR;22489118778;298,590;2.4
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;Philips Hrvatska EUR;22401314099;772,517;3.9
VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;Philips Hrvatska EUR;22514122692;689,880;3.3
McDonald's McNuggets June 2025 - CPV;McDonald's EUR;22655446491;448,969;1.9
McDonald's IceCoffe June - August 2025 (YT) - CPV;McDonald's EUR;22738910359;32,029;1
McDonald's Employer Image - June - August 2025 Performance Max - CPA;McDonald's EUR;22681905575;;
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22255099322;377,121;1.9
VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;Philips Hrvatska EUR;22419253848;731,920;3.1
McDonald's Stripsi June - July 2025 (YT) - CPV;McDonald's EUR;22739124367;32,754;1
McDonald's McDelivery May - June AO 2025 (YT) - CPV;McDonald's EUR;22503135265;302,411;1.7
McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;McDonald's EUR;22604502871;306,775;1.5
Zott Hungry May - Jul 2025 (YT) - Reach Mix;Zott EUR;22588201807;1,016,162;3.6
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;Philips Hrvatska EUR;22499484667;1,087,737;2.7
fungilac_march_2025_display_cpm;JGL Croatia EUR;22391274867;1,182,585;10.5
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;Philips Hrvatska EUR;22689449956;;
Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM;Zott EUR;22364179833;296,699;1.5
McDonald's 1+1 Apr-May 2025 (YT) - CPV;McDonald's EUR;22485305991;617,694;2.8
McDonald's Stripsi June - July 2025 (YT) - Bumper;McDonald's EUR;22739104237;48,806;1
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Hrvatska EUR;22306114256;209,675;1.6
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;Philips Hrvatska EUR;22519829013;481,900;3.4
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;Philips Hrvatska EUR;22499326504;464,847;8.4
Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM;Zott EUR;22432580057;696,976;3
McDonald's Maestro III June-August 2025 (YT) - CPV;McDonald's EUR;22738216012;16,757;1.1
VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025;Philips Hrvatska EUR;22429388089;1,071,094;5.6
McDonald's McDelivery May - June AO 2025 (YT) - Bumper;McDonald's EUR;22503142066;563,265;1.8
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper;McDonald's EUR;22684499418;451,036;1.6
fungilac_march_2025_youtube_fc_cpm;JGL Croatia EUR;22397772365;451,927;6.8
reflustat_march_2025_youtube_fc_cpm;JGL Croatia EUR;22357797015;670,613;9.1
McDonald's 1+1 May-Aug 2025 (YT) - Bumper;McDonald's EUR;22577658432;666,493;2
DG_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter_27.5.-16.6.2025.;Philips Hrvatska EUR;22605732707;259,470;9.4
McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper;McDonald's EUR;22600899041;1,036,851;3
McDonald's McCrispy II April - May 2025 (YT) - Bumper;McDonald's EUR;22452364523;997,035;3.1
McDonald's Grimace Exclusive June 2025 (YT) - CPV;McDonald's EUR;22623078690;189,095;1.5
DIS_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;Philips Hrvatska EUR;22259191387;390,168;4.4
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;Croatia_Hidra;22429120937;1,741,861;8.2
Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV;Zott EUR;22503681316;408,829;3.5
McDonald's Pistachio Desert II June - August 2025 (YT) - CPV;McDonald's EUR;22706177735;131,247;1.5
Nissan All range Apr - May 2025 (DN) - CPM;Nissan Hrvatska EUR;22441690734;1,626,749;11.4
Nissan QQ June 2025 - Performance Max;Nissan Hrvatska EUR;22631927985;;
Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025;Croatia_Hidra;22418606613;1,290,429;3.7
McDonald's Maestro II April - June 2025 (YT) - CPV;McDonald's EUR;22455850267;612,527;2.7
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV;McDonald's EUR;22540452712;438,331;2.1
McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper;McDonald's EUR;22540460607;723,044;2
Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV;Zott EUR;22432560440;712,342;5
McDonald's Employer Image II May - June 2025 Performance Max - CPA;McDonald's EUR;22578629980;;
McDonald's McCrispy AO May-Jun 2025 (YT) - CPV;McDonald's EUR;22600968923;519,418;2.2
