Ad format	Campaign	Campaign ID	Avg. impr. freq. / user	Unique users
Non-skippable in-stream	202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview	22137629441	1.7	211,555
Bumper	202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper	22131389199	1.6	207,663
Bumper	202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Bumper	22088751497	1.5	181,031
Non-skippable in-stream	202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Trueview	22082603646	1.4	194,203
In-feed	McDonald's IceCoffe June - August 2025 (YT) - Bumper	22738859515	1.1	21,888
Bumper	McDonald's IceCoffe June - August 2025 (YT) - Bumper	22738859515	1	17,084
Skippable in-stream	McDonald's Maestro III June-August 2025 (YT) - CPV	22738216012	1.1	16,757
In-feed	McDonald's Maestro III June-August 2025 (YT) - Bumper	22738160776	1.1	32,435
Bumper	McDonald's Maestro III June-August 2025 (YT) - Bumper	22738160776	1.1	24,391
Skippable in-stream	McDonald's Grimace May - July 2025 (YT) - CPV	22728306162	1.3	81,193
Skippable in-stream	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.	22725272300	1.1	22,691
In-feed	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.	22725272300	1.3	65,388
Bumper	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.	22725272300	1.2	125,420
Shorts	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.	22725272300	1.5	69,909
In-feed	McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper	22710122542	1.1	143,049
Bumper	McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper	22710122542	1.1	166,800
Skippable in-stream	McDonald's Pistachio Desert II June - August 2025 (YT) - CPV	22706177735	1.5	131,247
Skippable in-stream	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO	22691381184	1.3	213,844
In-feed	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO	22691381184	1.2	332,183
Bumper	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO	22691381184	1.5	510,520
Shorts	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO	22691381184	1.4	256,826
Skippable in-stream	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO	22691380071	1.5	132,742
In-feed	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO	22691380071	2.3	259,458
Bumper	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO	22691380071	2.1	261,451
Shorts	VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO	22691380071	2.7	123,065
Skippable in-stream	McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV	22684510476	1.4	145,215
In-feed	McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper	22684499418	1.5	313,118
Bumper	McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper	22684499418	1.3	221,231
In-feed	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.	22679748705	2.8	274,667
Shorts	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.	22679748705	2.8	23,450
In-feed	McDonald's McNuggets June 2025 - Bumper	22661560940	1.6	453,101
Bumper	McDonald's McNuggets June 2025 - Bumper	22661560940	1.9	481,546
Skippable in-stream	McDonald's McNuggets June 2025 - CPV	22655446491	1.9	448,969
Skippable in-stream	McDonald's Happy Meal Squiishmallows June 2025 - CPV	22636378057	2.6	395,936
Skippable in-stream	McDonald's Employer Image II May - June 2025 (YT) - CPV	22633085185	1.8	281,242
In-feed	McDonald's Grimace Exclusive June 2025 (YT) - Bumper	22632976000	1.2	225,478
Bumper	McDonald's Grimace Exclusive June 2025 (YT) - Bumper	22632976000	1.4	317,421
In-feed	McDonald's Happy Meal Squiishmallows June 2025 - Bumper	22632870437	1.3	304,363
Bumper	McDonald's Happy Meal Squiishmallows June 2025 - Bumper	22632870437	1.4	380,527
Skippable in-stream	McDonald's Grimace Exclusive June 2025 (YT) - CPV	22623078690	1.5	189,095
Skippable in-stream	McDonald's Coffee Monday AO May - Jun 2025 (YT) - CPV	22615794446	1.9	413,654
In-feed	DG_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter_27.5.-16.6.2025.	22605732707	9.1	259,002
Shorts	DG_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter_27.5.-16.6.2025.	22605732707	7.1	11,510
In-feed	McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper	22604502871	1.3	172,311
Bumper	McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper	22604502871	1.4	173,788
Skippable in-stream	McDonald's McCrispy AO May-Jun 2025 (YT) - CPV	22600968923	2.2	519,418
In-feed	McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper	22600899041	2.1	661,239
Bumper	McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper	22600899041	2.5	717,751
Skippable in-stream	McDonald's Breakfast Mushrooms May - Sep 2025. - CPV	22600788851	1.4	96,818
Skippable in-stream	Zott Hungry May - Jul 2025 (YT) - Reach Mix	22588201807	2	495,105
In-feed	Zott Hungry May - Jul 2025 (YT) - Reach Mix	22588201807	2.1	228,142
Bumper	Zott Hungry May - Jul 2025 (YT) - Reach Mix	22588201807	2.5	715,247
Shorts	Zott Hungry May - Jul 2025 (YT) - Reach Mix	22588201807	2.5	160,974
Skippable in-stream	McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV	22586420394	3.6	713,024
Shorts	McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV	22586420394	1.8	95,935
Skippable in-stream	McDonald's Happy Meal May-Jun 2025 (YT) -CPV	22578284536	2	252,682
Skippable in-stream	McDonald's 1+1 May-Aug 2025 (YT) - CPV	22577682633	1.9	342,975
In-feed	McDonald's 1+1 May-Aug 2025 (YT) - Bumper	22577658432	1.5	411,661
Bumper	McDonald's 1+1 May-Aug 2025 (YT) - Bumper	22577658432	1.7	408,897
Skippable in-stream	McDonald's Employer Image II May - June 2025 Demand Gen - CPA	22575094499	1.5	6,219
In-feed	McDonald's Employer Image II May - June 2025 Demand Gen - CPA	22575094499	5	619,722
Shorts	McDonald's Employer Image II May - June 2025 Demand Gen - CPA	22575094499	6.2	74,990
In-feed	McDonald's Happy Meal May-Jun 2025 (YT) -Bumper	22574478389	1.3	263,800
Bumper	McDonald's Happy Meal May-Jun 2025 (YT) -Bumper	22574478389	1.3	310,463
Bumper	Zott Monte May - Jul 2025 (YT) - Bumper - CPM	22554802796	2	419,756
Shorts	Zott Monte May - Jul 2025 (YT) - Bumper - CPM	22554802796	2.6	202,277
Skippable in-stream	Zott Monte May - Jul 2025 (YT) - TrueView - CPV	22548433632	3.2	409,706
In-feed	Zott Monte May - Jul 2025 (YT) - TrueView - CPV	22548433632	1.7	26,680
Shorts	Zott Monte May - Jul 2025 (YT) - TrueView - CPV	22548433632	3.3	58,099
In-feed	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025	22545560319	4.9	622,262
Shorts	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025	22545560319	5	75,501
Skippable in-stream	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025	22545555255	2.8	500,309
In-feed	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025	22545555255	2.2	265,281
Shorts	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025	22545555255	2.7	253,274
In-feed	McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper	22540460607	1.7	513,618
Bumper	McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper	22540460607	1.4	408,629
Skippable in-stream	McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV	22540452712	2.1	438,331
In-feed	McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper	22530427806	3.3	803,260
Bumper	McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper	22530427806	1.5	293,082
Skippable in-stream	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22519829013	1.3	50,162
In-feed	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22519829013	2	203,229
Bumper	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22519829013	2.8	308,982
Shorts	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22519829013	2.6	119,747
In-feed	McDonald's Trust I May 2025 (YT) - Bumper	22518745594	1.7	488,940
Bumper	McDonald's Trust I May 2025 (YT) - Bumper	22518745594	2.1	583,836
Skippable in-stream	McDonald's Breakfast Mushrooms May 2025 - CPV	22515688781	1.9	250,611
In-feed	McDonald's Breakfast Mushrooms May 2025 - Bumper	22515626597	1.4	259,785
Bumper	McDonald's Breakfast Mushrooms May 2025 - Bumper	22515626597	1.7	327,586
Skippable in-stream	McDonald's Trust I May 2025 (YT) - CPV	22515310217	2.4	460,910
In-feed	VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.	22514122692	1.9	118,792
Bumper	VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.	22514122692	2.5	491,563
Shorts	VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.	22514122692	3	291,439
In-feed	DG_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.	22514121090	5.9	665,686
Shorts	DG_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.	22514121090	5.4	62,930
Skippable in-stream	Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV	22503681316	2.9	316,076
In-feed	Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV	22503681316	2.9	182,503
In-feed	McDonald's McDelivery May - June AO 2025 (YT) - Bumper	22503142066	1.4	306,600
Bumper	McDonald's McDelivery May - June AO 2025 (YT) - Bumper	22503142066	1.5	375,666
Skippable in-stream	McDonald's McDelivery May - June AO 2025 (YT) - CPV	22503135265	1.7	302,411
Bumper	Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM	22500190544	2.3	518,051
Skippable in-stream	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499484667	1.4	237,619
In-feed	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499484667	1.5	419,953
Bumper	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499484667	2.2	613,819
Shorts	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499484667	2.2	321,868
In-feed	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499326504	6.8	456,181
Shorts	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.	22499326504	12	69,201
In-feed	McDonald's 1+1 Apr-May 2025 (YT) - Bumper	22491848552	2	678,499
Bumper	McDonald's 1+1 Apr-May 2025 (YT) - Bumper	22491848552	2.5	809,289
Skippable in-stream	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.	22489151010	1.7	60,243
In-feed	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.	22489151010	2.8	115,452
Bumper	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.	22489151010	3.5	147,151
Shorts	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.	22489151010	3.2	39,049
Skippable in-stream	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.	22489118778	2.2	199,155
In-feed	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.	22489118778	1.7	159,078
Skippable in-stream	McDonald's 1+1 Apr-May 2025 (YT) - CPV	22485305991	2.8	617,694
Skippable in-stream	VID_OMD_HR-HR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.	22460577070	2.5	438,107
In-feed	VID_OMD_HR-HR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.	22460577070	3.1	201,702
In-feed	McDonald's Maestro II April - June 2025 (YT) - Bumper	22456877969	2.4	724,210
Bumper	McDonald's Maestro II April - June 2025 (YT) - Bumper	22456877969	3.1	872,886
Skippable in-stream	McDonald's Maestro II April - June 2025 (YT) - CPV	22455850267	2.7	612,527
