Ad format	Campaign	Campaign ID	Avg. impr. freq. / user	Unique users
In-feed	McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper	22082586423	3.5	835,861
Bumper	McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper	22082586423	2.2	635,632
Skippable in-stream	Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM	22378998132	1.1	60,085
Bumper	Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM	22378998132	1.2	129,164
Shorts	Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM	22378998132	1.3	143,921
Skippable in-stream	LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA	22339069891	3.1	611,313
In-feed	LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA	22339069891	2.1	180,234
Skippable in-stream	LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA	22309984514	2.1	371,709
In-feed	LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA	22309984514	1.8	172,550
Skippable in-stream	LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA	22306320697	2.6	584,807
In-feed	LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA	22306320697	2	233,598
Skippable in-stream	LOC_HRV_HR_GRA_GRAC_NA_Grancereale-brand_PR_NA_2025-02-27_2025-03-31_NA	22286693225	4.1	518,999
In-feed	LOC_HRV_HR_GRA_GRAC_NA_Grancereale-brand_PR_NA_2025-02-27_2025-03-31_NA	22286693225	2	115,632
Skippable in-stream	LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA	22241443084	3.7	806,425
In-feed	LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA	22241443084	2.5	327,757
Skippable in-stream	LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA	22222166343	2.9	254,280
In-feed	LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA	22222166343	2.6	233,923
In-feed	Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM	22200112980	1.2	75,189
Bumper	Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM	22200112980	2.1	409,750
Shorts	Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM	22200112980	2.6	240,603
Skippable in-stream	LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview	22183805418	3.1	296,805
In-feed	LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview	22183805418	3.6	272,441
Bumper	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Male	22366950856	1.2	160,104
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male	22366896424	1.7	66,653
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female	22363752698	1.8	179,454
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male	22363394816	1.9	194,927
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female	22363265963	1.5	62,299
Bumper	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female	22356921765	1.2	133,903
Skippable in-stream	T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_TrueView	22343045254	1.9	133,939
Skippable in-stream	T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView	22339436384	2.2	114,812
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview	22339414513	2.5	350,851
Bumper	T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers	22339259423	1.3	184,016
Non-skippable in-stream	202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview	22332695936	1.9	420,407
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	1.7	167,609
In-feed	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	1.3	43,919
Shorts	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	2.4	119,022
Bumper	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper	22329334281	2.4	351,240
Non-skippable in-stream	T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market	22328795888	2.3	490,982
Shorts	T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts	22328716745	4	112,703
Bumper	202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Bumper	22326129339	2	509,308
Non-skippable in-stream	T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom	22322350200	1.7	127,881
Bumper	T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper	22322179083	1.9	437,738
Bumper	T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female	22295030785	1.9	476,585
Bumper	T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male	22291389092	2.3	616,159
Shorts	T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Male	22284590328	3	266,966
Shorts	T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_TrueviewShorts - Female	22284289146	2.9	211,281
Skippable in-stream	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	3.1	585,854
In-feed	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	1.7	139,625
Shorts	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	2.6	132,412
Skippable in-stream	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	2.6	524,287
In-feed	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	2	246,960
Shorts	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	3.6	166,140
Bumper	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper	22243238376	3.5	830,921
Skippable in-stream	T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Trueview	22217496884	3.2	159,659
Bumper	T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper - RC	22217449910	1.9	328,193
Skippable in-stream	T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview - RC	22217401436	3.2	169,759
Bumper	T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Urea Bumper	22211100459	1.9	334,425
Bumper	T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W	22199101129	2.5	559,858
Skippable in-stream	T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W	22199077804	2.9	427,667
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview	22198525186	4.3	415,727
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC	22198490344	4.6	202,075
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview	22198446400	3.8	232,436
Bumper	T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper	22194673340	3.2	569,414
Bumper	T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M	22188924642	3	658,342
Skippable in-stream	T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M	22188796263	3.4	454,045
Bumper	202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper	22149808472	2.6	827,984
Non-skippable in-stream	202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview	22149808469	3.1	648,258
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview	22149659989	3.6	497,614
Bumper	T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper	22149545170	3.7	918,322
Bumper	202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34	22149196229	1.7	341,432
Bumper	202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids	22149196226	1.7	265,765
Bumper	202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids	22149196223	1.7	259,500
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer	22145754944	3.1	290,904
Non-skippable in-stream	202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34	22142822619	1.9	345,262
Non-skippable in-stream	202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids	22142822616	1.9	235,319
Non-skippable in-stream	202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids	22142822613	1.9	220,306
Bumper	202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper	22142591754	3.8	1,286,487
Non-skippable in-stream	202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview	22142591751	5	970,583
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview	22139437671	3.2	996,236
In-feed	T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview	22139437671	2.5	635,701
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple	22136208178	2.5	746,132
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman	22132437335	2.4	731,014
Skippable in-stream	T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview	22129240939	3.7	467,847
Bumper	T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Bumper	22129212445	3.1	786,881
Skippable in-stream	T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview	22129106611	3.7	563,678
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant	22126220538	2.5	772,658
Bumper	202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper	22092438439	3.1	1,117,441
Non-skippable in-stream	202501//Perwoll//Glam 2025//RethinkNew//Trueview	22091900857	5.3	1,008,163
Bumper	202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper	22088715767	3.6	1,276,926
Bumper	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids	22088623607	1.7	402,247
Non-skippable in-stream	202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview	22082564343	4.7	921,189
Non-skippable in-stream	202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView	22082495706	3.2	893,647
Bumper	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids	22082474532	1.7	493,524
Bumper	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54	22082451351	2.3	989,822
Non-skippable in-stream	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids	22082441424	1.7	381,976
Non-skippable in-stream	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids	22082424657	1.8	320,789
Non-skippable in-stream	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54	22082345952	2.4	814,040
Bumper	202501//Perwoll//Glam 2025//RethinkNew//Bumper	22081967688	4.1	1,414,231
In-feed	Audi Gume Mar - Apr 2025 (DG) - CPC	22365090942	2.2	153,996
Shorts	Audi Gume Mar - Apr 2025 (DG) - CPC	22365090942	1.1	1,907
In-feed	Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR	22339789598	3.2	276,376
Shorts	Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR	22339789598	3.8	50,132
Skippable in-stream	Kaufland - Image - CSR - Food Waste - Mar 2025 (YT) - VVC	22335405307	1.8	61,576
Shorts	Kaufland - Image - CSR - Food Waste - Mar 2025 (YT) - VVC	22335405307	2.1	98,068
Bumper	202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34	22306607992	2.5	472,994
Non-skippable in-stream	202503//Got2b_STY Glued Off LX 25_OLV_16x9_15s_GluedTinted_Styling&ColorB&E_241122asv04FL2D_Global_V1//15sec//CPM//W18-34	22296206877	2.4	365,453
Skippable in-stream	Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - VVC	22268416700	2.3	93,533
Shorts	Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - VVC	22268416700	2.1	105,566
Skippable in-stream	Kaufland - Image - Platforma - Feb-Mar 2025 (YT) - CPV	22264967999	2.4	477,950
Non-skippable in-stream	Finish Bosch PIP Feb - Mar 2025 (YT) - Non skippable - CPM	22183450735	4.7	275,966
Skippable in-stream	Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV	22183405843	4.4	527,188
In-feed	DemandGen_DishCare_Dishwashers__Finish_HR	22152792419	7.2	776,214
Shorts	DemandGen_DishCare_Dishwashers__Finish_HR	22152792419	7.6	74,665
Skippable in-stream	Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0	22115109963	3.7	1,246,378
In-feed	Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0	22115109963	2	536,204
Shorts	Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0	22115109963	3.3	505,350
In-feed	GDN_GDN_Range_nd_Bosch Kuhaj zdravo_Promocija_HR	21975804918	10.1	955,878
Shorts	GDN_GDN_Range_nd_Bosch Kuhaj zdravo_Promocija_HR	21975804918	11.2	89,311
