Ad format,Campaign,Campaign ID,Avg. impr. freq. / user,Unique users
Skippable in-stream,McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV,23051723493,1.9,263848.0
Skippable in-stream,McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV,23051178150,2.4,406692.0
In-feed,McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper,23051177880,1.7,358292.0
Bumper,McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper,23051177880,1.9,448069.0
In-feed,McDonald's MOP Sep - Nov 2025 (YT) - Bumper,23038275832,1.5,345613.0
Bumper,McDonald's MOP Sep - Nov 2025 (YT) - Bumper,23038275832,1.7,373224.0
Skippable in-stream,McDonald's MOP Sep - Nov 2025 (YT) - CPV,23038260706,2.2,291021.0
Skippable in-stream,VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.,23035809352,1.5,145372.0
In-feed,VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.,23035809352,1.7,328110.0
Bumper,VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.,23035809352,2.1,265145.0
Shorts,VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.,23035809352,2.8,117279.0
In-feed,DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.,23025722586,2.5,67374.0
Skippable in-stream,reflustat_september_2025_youtube_fc_cpm,23024710483,5.1,591658.0
Bumper,reflustat_september_2025_youtube_fc_cpm,23024710483,5.3,688829.0
Bumper,Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM,23008688854,2.3,477133.0
Shorts,Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM,23008688854,,
Skippable in-stream,Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV,23008688560,3.5,351993.0
In-feed,Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV,23008688560,3.2,111097.0
Shorts,Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV,23008688560,3.2,50636.0
Skippable in-stream,Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV,23005394785,2.7,257800.0
In-feed,Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV,23005394785,2.7,95731.0
Bumper,Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM,23001363809,1.9,265581.0
Skippable in-stream,McDonald's Snack Menu Sep - Oct 2025 (YT) - CPV,23000376953,1.7,302023.0
In-feed,McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper,22994092464,1.3,408184.0
Bumper,McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper,22994092464,1.5,466356.0
Skippable in-stream,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.,22983748780,1.1,54979.0
In-feed,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.,22983748780,1.1,145435.0
Bumper,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.,22983748780,1.2,147506.0
Shorts,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.,22983748780,1.1,80917.0
Skippable in-stream,McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV,22982571265,2.1,332113.0
Skippable in-stream,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.,22980662139,1.7,56445.0
In-feed,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.,22980662139,1.7,68247.0
Bumper,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.,22980662139,2.2,57640.0
Shorts,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.,22980662139,2.6,19139.0
Skippable in-stream,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.,22980662127,1.6,110867.0
In-feed,VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.,22980662127,1.3,105255.0
In-feed,McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper,22972236465,1.7,571737.0
Bumper,McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper,22972236465,1.9,500703.0
Skippable in-stream,lactogyn_june_2025_youtube_fc_cpm,22791527244,4.6,330757.0
In-feed,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-DG_lg.com/hr/lg-washtower_consideration_20251030-0003_google-ads_DIS_PRO_CPC_CLK_PRO,23247973596,6.8,514859.0
In-feed,HR_HE_TV_HR_25_Q4_OLED-DG_OLED-TV-DG_lg.com/hr/oled-tv_consideration_20251017-0005_google-ads_DIS_PRO_CPC_CLK_PRO,23167636230,7.7,377507.0
In-feed,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,23096352143,7.4,776934.0
In-feed,HR_HA_VC_HR_25_Q4_Usisavači-VCC_DIS_consideration__Usisavači-VCC-DG_lg.com/hr/usisavaci_20250525-0001__CPC_CLK_google-ads_PRO,23096285714,8.1,665105.0
In-feed,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,23048113569,6.3,646468.0
