Ad format,Campaign,Campaign ID,Avg. impr. freq. / user,Unique users
Bumper,McDonald's Trust II October 2025 (YT) - Bumper,23084692753,2.1,491832.0
Skippable in-stream,McDonald's Trust II October 2025 (YT) - CPV,23084692750,2.2,438755.0
In-feed,McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper,23084523094,1.6,352235.0
Bumper,McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper,23084523094,1.6,231636.0
Skippable in-stream,McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV,23080445477,1.9,211357.0
Bumper,McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper,23074917258,2.9,566040.0
Skippable in-stream,McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV,23062023805,1.4,163849.0
In-feed,McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper,23062023277,1.7,411468.0
Bumper,McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper,23062023277,1.3,186045.0
In-feed,McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper,23061820288,1.4,329176.0
Bumper,McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper,23061820288,1.5,328106.0
In-feed,McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper,23061447079,2.5,577406.0
Bumper,McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper,23061447079,2.4,474053.0
Skippable in-stream,McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV,23057401193,2.4,397418.0
Skippable in-stream,Zott Hungry Oct - Nov 2025 (YT) - Reach Mix,23053538297,2.5,504482.0
Bumper,Zott Hungry Oct - Nov 2025 (YT) - Reach Mix,23053538297,3.2,792444.0
