Ad format;Campaign;Campaign ID;Clicks;Impr.;Cost;Conversions
Bumper;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;22585304100;3,086;1,726,053;2329.41;0
Shorts;BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;22585304100;1,660;1,141,674;772.28;0
Bumper;202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper;22540555902;3,357;1,767,718;2576.79;0
Non-skippable in-stream;202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview;22540518399;3,053;1,767,804;3993.95;0
Skippable in-stream;Saponia Nila May 2025 (YT) - CPM;22500191490;2,280;1,295,994;2963.53;0
In-feed;Saponia Nila May 2025 (YT) - CPM;22500191490;14;499,687;215.34;0
Shorts;Saponia Nila May 2025 (YT) - CPM;22500191490;684;469,117;321.16;0
Non-skippable in-stream;Saponia Faks penta cups - Apr - Jun 2025 (YT) - CPM;22434562305;911;2,569,718;5995.7;0
Skippable in-stream;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;22400193514;9,057;4,807,326;3116.62;0
In-feed;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;22400193514;136;1,733,316;415.25;0
Shorts;Saponia Likvi BiH Apr - May 2025 (YT) - CPM;22400193514;3,622;1,637,811;716.97;0
Skippable in-stream;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;22396650401;8,876;4,629,172;8742.22;0
In-feed;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;22396650401;3;518,182;373.26;0
Shorts;Saponia Likvi CRO Apr - May 2025 (YT) - CPM;22396650401;1,818;1,318,234;858.27;0
Non-skippable in-stream;202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//trueview;22339790134;1,992;2,902,995;6001.38;0
Bumper;202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//bumper;22339783192;7,460;4,029,329;5001.35;0
Non-skippable in-stream;202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview;22137629441;2,358;1,994,714;4000.11;0
Bumper;202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper;22131389199;3,139;1,869,412;2434.08;0
Bumper;202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Bumper;22088751497;1,966;1,211,707;1500.57;0
Non-skippable in-stream;202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Trueview;22082603646;844;1,111,621;2250.71;0
Skippable in-stream;Saponia Likvi Štedi Prste December 2024 (YT) - CPM - Reach Mix 2.0;21957316202;0;0;0;0
In-feed;Saponia Likvi Štedi Prste December 2024 (YT) - CPM - Reach Mix 2.0;21957316202;0;0;0;0
Shorts;Saponia Likvi Štedi Prste December 2024 (YT) - CPM - Reach Mix 2.0;21957316202;0;0;0;0
Bumper;202411//Taft Spray&Mousse//SK Taft Hair Spray 2024//Bumper;21900220552;0;0;0;0
Non-skippable in-stream;202411//Taft Spray&Mousse//SK Taft Hair Spray 2024//Trueview;21889860183;0;0;0;0
Skippable in-stream;Saponia Ornel CRO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21816992623;0;0;0;0
In-feed;Saponia Ornel CRO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21816992623;0;0;0;0
Shorts;Saponia Ornel CRO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21816992623;0;0;0;0
Skippable in-stream;Saponia Ornel SLO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21813106763;0;0;0;0
In-feed;Saponia Ornel SLO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21813106763;0;0;0;0
Shorts;Saponia Ornel SLO Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21813106763;0;0;0;0
Skippable in-stream;Saponia Ornel SRB Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806642574;0;0;0;0
In-feed;Saponia Ornel SRB Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806642574;0;0;0;0
Shorts;Saponia Ornel SRB Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806642574;0;0;0;0
Skippable in-stream;Saponia Ornel BIH Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806633880;0;0;0;0
In-feed;Saponia Ornel BIH Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806633880;0;0;0;0
Shorts;Saponia Ornel BIH Oct - Nov 2024 (YT) - CPM - Reach Mix 2.0;21806633880;0;0;0;0
Non-skippable in-stream;202410//OLV Trueview//15sec//CPM//W25-54//Multicare;21782512545;0;0;0;0
Bumper;202410//OLV Bumper//6sec//CPM//W25-54//Multicare;21782511567;0;0;0;0
Skippable in-stream;Box Now Sept 2024 (YT) - Reach Mix 2.0 - CPM;21650691544;0;0;0;0
In-feed;Box Now Sept 2024 (YT) - Reach Mix 2.0 - CPM;21650691544;0;0;0;0
Bumper;Box Now Sept 2024 (YT) - Reach Mix 2.0 - CPM;21650691544;0;0;0;0
Shorts;Box Now Sept 2024 (YT) - Reach Mix 2.0 - CPM;21650691544;0;0;0;0
In-feed;BIC Miss Soleil Jul - Aug 2024 (YT) - Bumper - CPM;21422230982;0;0;0;0
Bumper;BIC Miss Soleil Jul - Aug 2024 (YT) - Bumper - CPM;21422230982;0;0;0;0
Shorts;BIC Miss Soleil Jul - Aug 2024 (YT) - Bumper - CPM;21422230982;0;0;0;0
Skippable in-stream;Saponia FAKS Gel May - June 2024 (YT) - CPM - Reach Mix 2.0;21319119829;0;0;0;0
In-feed;Saponia FAKS Gel May - June 2024 (YT) - CPM - Reach Mix 2.0;21319119829;0;0;0;0
Bumper;Saponia FAKS Gel May - June 2024 (YT) - CPM - Reach Mix 2.0;21319119829;0;0;0;0
Shorts;Saponia FAKS Gel May - June 2024 (YT) - CPM - Reach Mix 2.0;21319119829;0;0;0;0
Skippable in-stream;Belupo B Fit Awareness May - June 2024 (YT) - Reach Mix 2.0 - CPM;21294433108;0;0;0;0
In-feed;Belupo B Fit Awareness May - June 2024 (YT) - Reach Mix 2.0 - CPM;21294433108;0;0;0;0
Bumper;Belupo B Fit Awareness May - June 2024 (YT) - Reach Mix 2.0 - CPM;21294433108;0;0;0;0
Shorts;Belupo B Fit Awareness May - June 2024 (YT) - Reach Mix 2.0 - CPM;21294433108;0;0;0;0
Skippable in-stream;Belupo B Fit Awareness May - June 2024 (DG) - CPC;21284259561;0;0;0;0
In-feed;Belupo B Fit Awareness May - June 2024 (DG) - CPC;21284259561;0;0;0;0
Shorts;Belupo B Fit Awareness May - June 2024 (DG) - CPC;21284259561;0;0;0;0
Skippable in-stream;202402/Taft/Bumper;21057768940;0;0;0;0
Bumper;202402/Taft/Bumper;21057768940;0;0;0;0
Non-skippable in-stream;202402/Taft/Trueview;21057743950;0;0;0;0
Skippable in-stream;Box Now Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20984145580;0;0;0;0
In-feed;Box Now Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20984145580;0;0;0;0
Bumper;Box Now Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20984145580;0;0;0;0
Shorts;Box Now Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20984145580;0;0;0;0
Bumper;202401//OLV Bumper//6sec//CPM//W25-54//Multicare;20920564550;0;0;0;0
Non-skippable in-stream;202401//OLV Trueview//15sec//CPM//W25-54//Multicare;20913891759;0;0;0;0
Non-skippable in-stream;202311/Taft/Trueview;20775418068;0;0;0;0
Bumper;202311/Taft/Bumper;20775417834;0;0;0;0
Bumper;202308//OLV Bumper//6sec//CPM//W25-54//Multicare;20438333506;0;0;0;0
Non-skippable in-stream;202308//OLV Trueview//15sec//CPM//W25-54//Multicare;20428770378;0;0;0;0
Skippable in-stream;vizols_february_2026_youtube_cpm;23522109077;0;0;0;0
Shorts;vizols_february_2026_youtube_cpm;23522109077;0;0;0;0
In-feed;DG_OMD_HR-HR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_DG_1.2.-30.3.2026.;23512807606;0;0;0;0
Skippable in-stream;VID_OMD_HR-HR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_YT_1.2.-30.3.2026.;23503055178;0;0;0;0
In-feed;VID_OMD_HR-HR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_YT_1.2.-30.3.2026.;23503055178;0;0;0;0
Bumper;VID_OMD_HR-HR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_YT_1.2.-30.3.2026.;23503055178;0;0;0;0
Shorts;VID_OMD_HR-HR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_YT_1.2.-30.3.2026.;23503055178;0;0;0;0
In-feed;DG_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_DG_23.1.-18.4.2026.;23496452353;0;0;0;0
Skippable in-stream;VID_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496452335;0;0;0;0
In-feed;VID_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496452335;0;0;0;0
Bumper;VID_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496452335;0;0;0;0
Shorts;VID_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496452335;0;0;0;0
Skippable in-stream;VID_OMD_HR-HR_OHC_OHC_OHCX_ALL_NA_GOO_AUD_DES_OHC_20.1.-31.1.2026.;23480012609;0;0;0;0
In-feed;VID_OMD_HR-HR_OHC_OHC_OHCX_ALL_NA_GOO_AUD_DES_OHC_20.1.-31.1.2026.;23480012609;0;0;0;0
Bumper;VID_OMD_HR-HR_OHC_OHC_OHCX_ALL_NA_GOO_AUD_DES_OHC_20.1.-31.1.2026.;23480012609;0;0;0;0
Skippable in-stream;VID_OMD_HR-HR_GB_S_SX_ALL_NA_GOO_AUD_DES_Shaving_15.1.-28.2.2026.;23464064537;0;0;0;0
In-feed;VID_OMD_HR-HR_GB_S_SX_ALL_NA_GOO_AUD_DES_Shaving_15.1.-28.2.2026.;23464064537;0;0;0;0
Bumper;VID_OMD_HR-HR_GB_S_SX_ALL_NA_GOO_AUD_DES_Shaving_15.1.-28.2.2026.;23464064537;0;0;0;0
Shorts;VID_OMD_HR-HR_GB_S_SX_ALL_NA_GOO_AUD_DES_Shaving_15.1.-28.2.2026.;23464064537;0;0;0;0
Skippable in-stream;meralys_january_2026_youtube_cpm;23421692625;0;0;0;0
In-feed;meralys_january_2026_youtube_cpm;23421692625;0;0;0;0
Shorts;meralys_january_2026_youtube_cpm;23421692625;0;0;0;0
Skippable in-stream;Rio Mare Great Taste December 2025 (YT) - CPM;23345854229;2,035;1,910,182;4349.94;0
In-feed;Rio Mare Great Taste December 2025 (YT) - CPM;23345854229;2;50,794;32.53;0
Shorts;Rio Mare Great Taste December 2025 (YT) - CPM;23345854229;2,081;1,723,269;1556.94;0
Skippable in-stream;meralys_december_2025_youtube_cpm;23344911816;6,143;2,609,158;5693.96;5.28
In-feed;meralys_december_2025_youtube_cpm;23344911816;52;1,573,485;949.51;1
Shorts;meralys_december_2025_youtube_cpm;23344911816;1,852;972,612;1010.16;2
In-feed;DG_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23283832784;770;60,031;550.81;9.91
Skippable in-stream;VID_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283807728;1,030;934,214;1388.41;7.5
In-feed;VID_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283807728;16;775,797;245.46;0
Shorts;VID_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283807728;638;553,548;267.29;0
Skippable in-stream;prolife_november_2025_youtube_cpm;23257344616;2,904;2,308,729;4790.85;4.72
In-feed;prolife_november_2025_youtube_cpm;23257344616;12;1,361,978;949.46;0
Skippable in-stream;VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;100;142,917;287.22;0
In-feed;VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;14;437,529;207.59;4
Bumper;VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;270;518,979;852.07;0
Shorts;VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;655;369,850;251.96;0
In-feed;DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232127389;17,532;429,654;2182.94;56.92
Skippable in-stream;VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232127383;319;423,048;640.77;4
In-feed;VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232127383;9;416,109;128.8;1
Shorts;VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232127383;541;418,976;232.13;5
Skippable in-stream;VID_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_1.11.-15.12.2025.;23223956797;321;867,021;490.74;0
In-feed;VID_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_1.11.-15.12.2025.;23223956797;0;1,144,365;204.18;0
Bumper;VID_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_1.11.-15.12.2025.;23223956797;578;1,147,148;465.21;0
Shorts;VID_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_1.11.-15.12.2025.;23223956797;0;653,106;240.94;0
In-feed;DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;2,023;69,174;409.48;3
In-feed;DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23172997630;3,917;201,148;921.92;19.97
In-feed;DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23168792639;14,807;497,588;650.94;14
Skippable in-stream;VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;343;596,213;371.77;0
In-feed;VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;36;1,243,540;218.63;0
Bumper;VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;1,532;1,861,250;726.79;0
Shorts;VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;1,331;688,039;234.87;0.01
Skippable in-stream;VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;293;405,264;637.06;3.77
In-feed;VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;23;950,984;293.51;0
Bumper;VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;637;829,799;1111.24;1.73
In-feed;DG_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23156565104;4,585;303,718;1550.44;6.05
Skippable in-stream;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;23151406242;927;854,063;2399.76;0
In-feed;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;23151406242;17;672,827;674.66;0
Shorts;Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;23151406242;505;543,897;489.26;0
In-feed;DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;23142265886;6,604;502,759;1413.35;36.01
Skippable in-stream;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;199;225,973;447.94;0
In-feed;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;13;757,905;232.86;0
Bumper;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;362;574,720;948.07;0
Shorts;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;776;565,946;336.04;8.27
In-feed;DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11;23140104916;11,842;502,466;1624.4;51.53
Skippable in-stream;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;99;181,956;289.23;0
In-feed;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;10;798,746;264.77;0
Bumper;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;303;725,676;913.6;0
Shorts;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;534;774,701;534.31;4
In-feed;DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136083489;13,925;664,789;1497.95;29.01
Skippable in-stream;Rio Mare Pate Mayo October 2025 (YT) - CPM;23125923104;193;65,581;280.38;0
In-feed;Rio Mare Pate Mayo October 2025 (YT) - CPM;23125923104;4;107,348;98.32;0
Shorts;Rio Mare Pate Mayo October 2025 (YT) - CPM;23125923104;42;60,418;57.17;0
Skippable in-stream;vizols_october_2025_youtube_cpm;23121024417;1,612;2,051,524;4793.85;11.36
Shorts;vizols_october_2025_youtube_cpm;23121024417;2,795;2,569,214;1521.4;20
Skippable in-stream;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;255;254,667;533.37;0
In-feed;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;22;685,200;290.9;9
Bumper;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;767;751,490;1213.26;0
Shorts;VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;859;422,701;260.17;1
In-feed;DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23025722586;16,003;876,801;1765.38;18.02
Skippable in-stream;reflustat_september_2025_youtube_fc_cpm;23024710483;1,980;2,894,661;5248.37;9.65
Bumper;reflustat_september_2025_youtube_fc_cpm;23024710483;3,097;3,830,364;5278.03;1
Skippable in-stream;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;371;309,374;520.57;4
In-feed;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;21;867,898;283.07;1
Bumper;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;1,245;1,043,416;1398.88;0
Shorts;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22983748780;579;555,222;297.49;4
Skippable in-stream;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;620;244,544;475.86;2
In-feed;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;13;273,987;115.47;0
Bumper;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;676;298,137;525.83;0
Shorts;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;159;126,373;81.93;0
Skippable in-stream;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.;22980662127;1,234;431,840;792.11;4.15
In-feed;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_5.9.-15.10.2025.;22980662127;5;296,691;106.59;0
In-feed;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;22914435242;11;175,512;225.24;0
Bumper;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;22914435242;1,414;1,125,575;1912.61;0
Shorts;UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;22914435242;1,854;752,103;711.41;0
Skippable in-stream;Rio Mare Sicily August 2025 (YT) - CPM;22857496712;51;20,281;21.51;0
In-feed;Rio Mare Sicily August 2025 (YT) - CPM;22857496712;19;764,493;244.74;0
Bumper;Rio Mare Sicily August 2025 (YT) - CPM;22857496712;3,977;2,699,215;3354.85;0
Shorts;Rio Mare Sicily August 2025 (YT) - CPM;22857496712;1,089;676,568;379.17;0
Skippable in-stream;lactogyn_june_2025_youtube_cpm;22797176144;0;24;0.04;0
Shorts;lactogyn_june_2025_youtube_cpm;22797176144;0;85;0.07;0
Skippable in-stream;lactogyn_june_2025_youtube_fc_cpm;22791527244;6,234;4,845,969;9090.25;12.13
In-feed;JGL Muzej farmacije TUR Jul - Aug 2025 (DG) - CPC;22738852523;16,229;760,166;325.08;0.03
Shorts;JGL Muzej farmacije TUR Jul - Aug 2025 (DG) - CPC;22738852523;0;118;0.03;0
In-feed;JGL Muzej farmacije HR Jul - Aug 2025 (DG) - CPC;22738795586;11,738;486,722;245;5.03
Shorts;JGL Muzej farmacije HR Jul - Aug 2025 (DG) - CPC;22738795586;2;339;0.07;0
Skippable in-stream;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.;22725272300;100;207,895;350.68;7
In-feed;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.;22725272300;4;351,264;111.95;0
Bumper;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.;22725272300;1,593;1,036,443;1160.32;2.82
Shorts;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_25.6.-20.7.2025.;22725272300;915;702,503;375.75;22
Skippable in-stream;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;22691381184;150;241,335;692.09;16.98
In-feed;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;22691381184;12;398,824;152.81;3.52
Bumper;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;22691381184;1,807;779,231;1385.08;8.7
Shorts;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_CRO;22691381184;506;361,421;268.94;32
Skippable in-stream;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;166;177,041;559.58;0
In-feed;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;13;556,391;375.4;0
Bumper;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;842;525,270;1289.98;0
Shorts;VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;422;330,072;274.58;0
In-feed;DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22679748705;83,126;4,686,535;1837.4;1,208.37
Shorts;DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22679748705;369;89,482;12.61;13
Skippable in-stream;Rio Mare For Oceans Jun 2025 (YT) - CPV;22629192638;2,388;1,359,002;4950.97;0
In-feed;Rio Mare For Oceans Jun 2025 (YT) - CPV;22629192638;7;111,852;46.59;0
Bumper;Rio Mare For Oceans Jun 2025 (YT) - Bumper;22623027750;2,155;1,345,763;2097.35;0
In-feed;DG_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter_27.5.-16.6.2025.;22605732707;33,027;2,353,059;1236.78;0
Shorts;DG_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter_27.5.-16.6.2025.;22605732707;321;82,127;12.87;0
In-feed;DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;22545560319;53,944;3,052,895;1594.61;570.8
