Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Poland;70;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Iceland;37;0;0
Škoda Metlice Oct - Dec 2025 (DG) - CPC;23156094650;Demand Gen;Croatia;772,763;13,295;480.23
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Nigeria;1,844;28;1.31
Volkswagen AE Boost March 2025 (YT) - Bumper - CPM;22302962088;In-stream video;Croatia;1,953,493;2,271;2499.98
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Sweden;1,731;2;0.61
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Romania;25;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Cyprus;31;0;0
Volkswagen AE Boost March 2025 (DG) - CPC;22296172251;Demand Gen;Croatia;2,176,124;42,603;1100.53
Seat Metlice Oct - Dec 2025 (DG) - CPC;23151051484;Demand Gen;Croatia;1,545,176;24,802;961.92
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Croatia;2,600,027;10,249;1384.2
Škoda Kodiaq PHEV August 2025 (YT) - CPM;22845894406;In-stream video;Croatia;2,444,514;2,301;2300.47
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Israel;10;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;South Korea;2,765;16;0.97
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Finland;55;0;0.02
Cupra BEV - Poticaji - Oct 2025 (DN) - CPC;23074947492;Display;Croatia;483,063;2,915;368.37
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Qatar;44;0;0.01
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;New Zealand;94;1;0.13
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Cyprus;384;2;0.39
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Croatia;5,261,785;29,230;3908.12
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Kazakhstan;2;1;0.2
Seat Gume Mar - Apr 2025 (PMAX) - CPA;22375110178;Performance Max;Brazil;1;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Finland;24;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Qatar;9;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Switzerland;2,138;8;1.65
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Bulgaria;278;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Switzerland;81;0;0
Seat Ulje Apr - May  2025 (PMAX) - CPA;22379138871;Performance Max;Croatia;816,526;6,162;937.78
Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;22942514632;In-stream video;Croatia;3,932,759;4,566;3621.47
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Switzerland;401;0;0.16
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;South Africa;17;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Luxembourg;265;0;0.08
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Bulgaria;76;0;0.02
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Oman;112;2;0.54
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Brunei;1;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Malta;145;1;0.06
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Malta;573;5;0.67
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Malta;93;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Luxembourg;28;0;0
Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;22418687457;Demand Gen;Croatia;2,895,298;33,587;1199.72
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Poland;296;1;0.09
Cupra Formentor PHEV - May - Jun 2025 (PMAX) - CPA;22596409384;Performance Max;Croatia;7,187,267;21,807;2332
Seat Metlice Apr - May 2025 (PMAX) - CPA;22389011644;Performance Max;Croatia;1,478,806;9,883;931.08
Finish Reckitt PIP Oct 2025 (YT) - CPV;23156802396;In-stream video;Croatia;754,044;894;2999.93
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Czechia;26;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Greece;1,505;1;0.56
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Reunion;5;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Switzerland;33;0;0.01
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Slovakia;816;12;0.92
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Macao;3;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Czechia;76;1;0.2
Škoda 130 godina Nov - Dec 2025 (GDN) - CPC;23240403490;Display;Croatia;3,364,991;51,129;3985.51
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Norway;16;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Poland;3,382;21;1.75
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Greece;147;1;0.12
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Cyprus;9;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Netherlands;239;1;0.55
Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22391002215;Performance Max;France;4;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Ireland;16;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Nigeria;4;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Qatar;31;0;0
Finish Reckitt PIP Nov 2025 (YT) - CPV;23204324852;In-stream video;Croatia;1,599,116;1,451;5491.45
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Iceland;2;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Hong Kong;100;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Slovakia;39;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;China;1;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Norway;49;0;0.01
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Hong Kong;1;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Australia;60;0;0.02
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Qatar;48;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Bulgaria;1,360;3;0.47
Škoda Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22391002215;Performance Max;Croatia;5,840,011;16,963;1714.57
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Czechia;2,834;16;2.5
Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC;22397389919;Demand Gen;Croatia;2,540,598;33,857;1049.88
Seat Gume Mar - Apr 2025 (PMAX) - CPA;22375110178;Performance Max;Luxembourg;2;1;0.75
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Japan;6;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Ireland;1,256;2;0.43
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Poland;55;1;0.67
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Iraq;2;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Slovakia;9;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Australia;858;2;0.46
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Finland;1,428;8;1.73
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;New Zealand;4;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Japan;24;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Saudi Arabia;219;0;0.05
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Hong Kong;376;1;0.06
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Macao;13;0;0.01
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Finland;159;1;0.06
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Macao;2;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;France;20;0;0
Audi Metlice Oct - Dec 2025 (DG) - CPC;23172640507;Demand Gen;Croatia;617,264;24,109;769.69
Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;22402283892;In-stream video;Croatia;4,425,125;6,236;4199.56
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Malta;67;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Iceland;124;1;0.05
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Luxembourg;71;0;0.01
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Czechia;111;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;United States;1,845;12;2.03
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Denmark;136;0;0
Volkswagen Metlice Oct - Dec 2025 (PMAX) - CPA;23161207339;Performance Max;Croatia;609,377;11,723;1384.29
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Bulgaria;12;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Libya;2;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Canada;812;3;0.51
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Guadeloupe;1;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Argentina;1;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Saudi Arabia;11;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Croatia;5,458,805;7,627;1643.13
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Nigeria;4,238;34;3.47
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Spain;797;1;0.06
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Netherlands;52;0;0.01
Volkswagen PHEV Sep - Oct 2025 (DG) - CPC;22999073400;Demand Gen;Croatia;5,729,256;61,442;1811.84
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Denmark;7;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Czechia;80;0;0.01
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Nigeria;8;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Malta;103;0;0.04
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Martinique;4;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;France;58;0;0
Volkswagen Metlice Oct - Dec 2025 (DG) - CPC;23156738063;Demand Gen;Croatia;2,142,925;30,601;1247.71
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Singapore;2;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Nigeria;5;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Oman;5;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Denmark;263;1;0.04
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Greece;2,882;29;1.49
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Nigeria;144;0;0.04
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Netherlands;24;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Cyprus;12;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Belgium;1,472;5;0.85
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Austria;26,212;152;24.37
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Australia;319;2;0.14
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Latvia;3;0;0
Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC;23178401984;Demand Gen;Croatia;3,100,777;56,206;2155.23
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Israel;17;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Poland;13;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Singapore;0;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;South Africa;58;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Israel;5;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Norway;215;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Croatia;28,902,027;7,408;4000.65
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Malta;409;3;0.16
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Sweden;241;0;0.09
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Reunion;17;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Luxembourg;489;2;0.27
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Denmark;1;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Greece;3;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;United Kingdom;1,934;6;0.96
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Czechia;142;1;0.11
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Greece;260;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;United States;219;0;0.09
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;South Korea;22;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Nigeria;98;0;0
Volkswagen AE Boost March 2025 (DN) - CPC;22306588951;Display;Croatia;3,888,242;42,922;3203.7
Cupra Formentor Jul - Aug 2025 (DG) - CPC;22779402381;Demand Gen;Croatia;9,409,798;172,138;3500.03
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Brunei;17;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Sweden;49;0;0.01
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Iceland;11;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Slovakia;18,309;29;9.27
Volkswagen Gume Oct - Dec 2025 (DG) - CPC;23160958240;Demand Gen;Croatia;5,165,641;71,736;2889.88
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Belgium;15;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;United States;782;2;0.36
Volkswagen PHEV Jun-Aug 2025 (DG) - CPC;22719192229;Demand Gen;Croatia;10,829,245;143,701;2942.2
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Reunion;3;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Finland;379;2;0.12
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Australia;15;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;United States;123;3;0.23
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Lithuania;269;1;0.11
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Norway;66;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;United Kingdom;250;0;0.09
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Oman;388;4;0.2
Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC;22586352378;Demand Gen;Croatia;6,244,644;113,248;3149.87
Volkswagen Gume Oct - Dec 2025 (PMAX) - CPA;23161140631;Performance Max;Croatia;1,973,187;21,594;3205.16
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;France;140;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Mauritania;1;0;0
Volkswagen Tayron - April/May 2025 (PMAX) - CPA;22421702528;Performance Max;Croatia;1,283,721;21,639;2591.78
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;France;322;0;0.1
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Guadeloupe;4;0;0
Seat Metlice Oct - Dec 2025 (PMAX) - CPA;23146691471;Performance Max;Croatia;1,317,771;3,818;578.6
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Bulgaria;4,518;28;1.52
Škoda Gume Oct - Dec 2025 (DG) - CPC;23155974167;Demand Gen;Croatia;3,610,977;47,568;1819.37
Škoda Superb PHEV August 2025 (YT) - CPM;22845574717;In-stream video;Croatia;4,285,673;5,396;4800.33
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;France;368;1;0.09
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Germany;1,619;0;0.27
Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM;22596525244;In-stream video;Croatia;3,625,738;3,786;4597.91
Seat Ulje Apr - May 2025 (DG) - CPC;22379063754;Demand Gen;Croatia;1,228,096;16,886;503.99
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Denmark;16;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;New Zealand;2;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Canada;1;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Spain;559;2;0.81
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Greece;1,317;4;0.68
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Peru;1;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;South Africa;379;0;0.1
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Estonia;19;1;0.06
Finish Reckitt PIP Nov 2025 (YT) - CPM - Retargeting;23223501740;In-stream video;Croatia;819,166;416;2461.14
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Hong Kong;14;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Latvia;110;1;0.23
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Spain;138;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Iceland;5;0;0
Volkswagen PHEV Sep - Oct 2025 (PMAX) - CPA;23005255190;Performance Max;Croatia;620,843;26,268;2997.34
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Canada;9;0;0
Cupra Formentor PHEV - Mar-Apr 2025 (DG) - CPC;22359572836;Demand Gen;Croatia;3,570,505;75,200;2189.84
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;France;2,571;1;0.86
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Martinique;4;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Qatar;180;0;0
Seat Metlice Apr - May 2025 (DG) - CPC;22379011626;Demand Gen;Croatia;1,190,162;17,360;503.99
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Qatar;1,060;3;0.17
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Ireland;20;0;0
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Martinique;9;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Belgium;170;0;0.06
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Slovakia;43;0;0
Audi Servisni paketi -  Metlice Apr - May 2025 (DG) - CPC;22400779105;Demand Gen;Croatia;1,237,856;30,936;960.19
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Singapore;7;0;0
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Finland;320;0;0.12
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;Nigeria;206;0;0.01
Škoda 130 godina Nov - Dec 2025 (YT) Efficient reach - CPM;23236016321;In-stream video;Croatia;3,561,582;2,756;4244.6
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Luxembourg;119;0;0
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Belgium;431;2;0.13
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Singapore;280;2;0.2
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Belgium;767;0;0.28
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Denmark;229;0;0.08
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Sweden;78;0;0
Audi Servisni paketi - Metlice Apr - May 2025 (PMAX) - CPA;22390948020;Performance Max;Finland;137;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Australia;3;0;0
Audi Metlice Oct - Dec 2025 (PMAX) - CPA;23172535645;Performance Max;Japan;13;0;0
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Belgium;14;0;0
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Finland;9;0;0
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Austria;1,976;0;0.76
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Luxembourg;149;1;0.07
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Romania;42;0;0
Audi Servisni paketi -  Ulje Apr - May 2025 (PMAX) - CPA;22418928669;Performance Max;Australia;12;0;0
Škoda Gume Oct - Dec 2025 (PMAX) - CPA;23156041838;Performance Max;Croatia;744,022;14,365;2764.82
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Portugal;29;1;0.05
Audi A6 Aug - Sep 2025 (DN) - CPM;22938933272;Display;Japan;271;0;0.06
Finish Additives Jan - Mar 2025 (DN) - CPM;22121282348;Display;Romania;62;0;0.01
Cupra Formentor Jul - Aug 2025 (YT) - CPM;22779402390;In-stream video;Croatia;5,702,105;4,787;5001.47
Škoda Kodiaq May-Jun 2025 (YT) - CPM;22559093276;In-stream video;Croatia;2,723,606;1,693;3299.62
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Latvia;43;1;0.07
Cupra Terramar Oct 2025 (YT) - Efficient reach;23155724081;In-stream video;Croatia;4,407,967;3,594;5598.25
Cupra Terramar Oct 2025 (DN) - CPM;23160674803;Display;Canada;160;0;0.06
Volkswagen Transporter Apr-May 2025 (DN) - CPC;22408558319;Display;Spain;3,217;28;1.53
Audi Servisni paketi - Ulje Apr - May 2025 (DG) - CPC;22425388022;Demand Gen;Croatia;1,504,033;31,397;960.28
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;22117372783;Display;Italy;72,585;466;71.85
Audi Gume Mar - Apr 2025 (PMAX) - CPA;22371579791;Performance Max;Iceland;1;0;0
Audi Gume Oct - Dec 2025 (PMAX) - CPA;23147040878;Performance Max;South Korea;5;0;0
